#{"t_start": 1780297418.6229866, "env_id": "None"},
r,l,t
-417.488654,40,25655.80433
-199.913032,14,25665.14125
-368.425065,26,25673.94446
-246.724511,20,25683.24454
-466.4242,33,25693.72661
-343.348414,44,25815.11061
-458.017813,49,25825.37755
-258.807664,15,25834.45532
-200.611654,36,25844.53193
-214.176877,15,25852.74494
-287.105607,36,25862.75043
-178.772132,29,25871.65447
-281.95924,24,25880.96382
-318.024731,41,25891.02362
-195.696486,43,25900.67841
-182.736223,13,25909.65583
-318.63781,38,25920.19196
-339.758175,18,25929.70076
-330.879462,46,25939.99797
-311.781329,38,25949.7969
-155.029831,13,25958.70153
-314.148844,18,25968.44056
-232.822286,42,25978.81026
-316.370721,16,25987.87132
-303.827156,17,25997.35184
-138.857985,16,26005.75009
-155.127546,13,26014.60618
-444.666086,39,26025.03239
-419.169984,34,26034.74039
-188.90226,16,26043.71818
-336.722631,19,26053.85404
-464.918823,37,26063.7249
-187.22525,12,26073.34969
-466.000095,33,26083.96324
-406.373308,43,26094.0192
-406.211818,49,26104.55881
-68.647558,11,26113.66964
-321.408629,34,26123.32487
-204.927052,18,26132.39627
-189.505634,14,26140.70008
-195.399165,14,26149.88991
-356.001247,40,26160.6338
-314.375429,15,26169.39395
-364.229775,56,26180.09921
-407.651531,46,26190.40994
-253.928091,14,26199.81359
-407.991394,33,26210.01031
-360.227603,45,26220.47894
-177.103729,13,26228.77558
-277.485271,34,26238.67234
-172.757961,35,26357.67035
-333.346225,18,26366.18041
-421.290405,39,26376.23524
-151.801556,13,26384.95025
-315.697235,22,26394.16255
-537.577001,32,26404.66083
-191.484317,13,26413.41562
-228.125708,19,26422.46989
-210.079251,18,26431.35304
-166.108132,11,26439.55858
-398.876187,32,26449.53
-224.20708,17,26459.22061
-173.542573,14,26467.57005
-195.119137,18,26477.0405
-265.02902,18,26485.89649
-310.292133,16,26495.86017
-422.272197,35,26506.69129
-380.694256,57,26517.68677
-284.600457,15,26526.33997
-275.480238,46,26536.66721
-175.280248,14,26545.66274
-193.346665,18,26554.85761
-181.410665,13,26564.59456
-243.495264,19,26574.05834
-343.59601,33,26584.76053
-269.778922,42,26594.74385
-186.161372,14,26603.10531
-301.03814,19,26613.09116
-450.577423,45,26623.82891
-324.620035,26,26633.37861
-284.108645,17,26642.94097
-286.078174,39,26652.89294
-176.208083,11,26662.10507
-327.636581,38,26672.70299
-327.595834,35,26682.88178
-456.068766,37,26693.13323
-152.436502,11,26701.73673
-377.404309,37,26711.35244
-170.479586,11,26720.76561
-341.614343,35,26731.25763
-561.63262,33,26740.85848
-358.003902,41,26751.37245
-591.669003,33,26761.55617
-301.521275,14,26770.72255
-242.833028,18,26780.7222
-185.667165,18,26789.51704
-517.371147,34,26799.57761
-180.77913,12,26808.50636
-216.232922,27,26817.88984
-434.516647,48,26828.44666
-339.128286,38,26943.85097
-432.918505,39,26954.64239
-269.986918,16,26963.00599
-208.973616,15,26972.35769
-326.758072,19,26981.06971
-147.499678,14,26990.61197
-429.86859,41,27001.28662
-316.203083,37,27011.24032
-198.815081,13,27020.86073
-145.483929,11,27029.24277
-191.734932,15,27038.49951
-342.272081,28,27048.70371
-335.349116,38,27059.17673
-169.0728,13,27068.42243
-178.713337,10,27077.449
-278.112345,65,27088.69358
-435.826732,37,27098.75015
-309.378987,39,27108.83817
-377.66769,41,27119.7691
-370.611415,35,27129.71803
-283.469267,17,27138.97504
-45.056883,8,27147.18952
-174.213942,11,27156.96037
-401.358829,39,27167.72562
-198.890576,49,27178.24031
-561.127712,49,27188.13594
-296.768038,14,27198.0265
-511.13224,37,27208.59135
-306.435702,40,27218.99666
-459.397924,42,27230.07004
-156.133596,11,27238.63397
-199.294336,16,27247.03
-335.617799,16,27256.78463
-180.24088,14,27265.54306
-303.764291,41,27276.49567
-448.341728,37,27287.27651
-221.757491,15,27296.68661
-503.426642,34,27306.38848
-177.361516,11,27316.15468
-236.134275,17,27324.54591
-443.1983,53,27335.25144
-520.583525,45,27346.02612
-508.839906,36,27356.03038
-240.639751,18,27365.83468
-219.904588,15,27374.60379
-469.295737,35,27384.80444
-350.561141,25,27503.47754
-180.322173,12,27512.48855
-229.168026,28,27522.34047
-97.906923,14,27530.94297
-257.041568,33,27540.40482
-590.278736,51,27550.56575
-334.573777,35,27560.95377
-354.594035,35,27571.18356
-570.624178,35,27580.8021
-212.450908,12,27589.88545
-174.90434,12,27599.12119
-522.120498,35,27608.93262
-142.485948,12,27617.49596
-189.48535,11,27625.86565
-32.29132,8,27634.87853
-252.129183,33,27644.65937
-193.702629,11,27653.12184
-219.153414,15,27662.21158
-180.67305,13,27671.36392
-179.001535,14,27680.69405
-449.888265,33,27691.46706
-243.117041,35,27700.86903
-304.719081,34,27711.3451
-26.200459,6,27720.47231
-295.880111,48,27730.63232
-314.324045,15,27740.10068
-310.057159,17,27750.10415
-334.58306,20,27759.51311
-187.66899,13,27769.28511
-243.356526,20,27778.24231
-276.16184,35,27788.34763
-414.095774,34,27798.62915
-334.039258,17,27808.25489
-249.839934,15,27817.677
-286.027671,32,27827.40991
-262.251909,37,27836.80694
-624.781064,46,27847.90136
-273.824498,43,27857.96231
-282.653016,33,27867.11293
-377.557572,41,27876.68309
-369.51412,28,27886.2156
-80.512891,11,27894.51522
-209.477781,12,27903.30727
-187.984491,11,27912.427
-208.720675,15,27920.90555
-200.942124,19,27929.95907
-257.72733,20,27938.73924
-352.255742,50,27949.21847
-172.691863,11,27958.78992
-389.358383,33,27968.04097
-395.335155,48,27978.85921
-168.760922,12,28083.65815
-414.582518,39,28094.25751
-470.351824,35,28104.26775
-221.015779,20,28113.26168
-387.804925,39,28123.56607
-199.938772,38,28132.97614
-266.735683,15,28142.83779
-181.132614,13,28151.63851
-413.602722,43,28162.49736
-287.13022,27,28172.201
-142.89148,42,28182.65175
-157.2807,12,28190.7506
-438.693876,49,28202.04269
-361.38536,45,28211.75473
-149.449312,14,28220.4919
-185.786545,15,28229.18664
-358.754491,33,28238.94346
-205.410002,12,28248.25746
-300.139042,38,28259.13094
-272.888941,15,28267.83973
-198.063489,13,28277.6614
-297.353413,48,28287.58319
-383.722278,32,28297.0453
-365.935098,39,28306.87859
-139.692245,12,28315.07773
-326.109132,36,28325.04301
-158.759673,12,28334.4314
-183.451528,17,28343.58838
-272.679262,15,28353.40147
-171.126542,13,28362.05408
-181.445523,15,28371.74361
-275.423853,16,28381.70011
-177.827849,13,28390.8049
-213.474841,14,28399.78088
-277.7657,16,28409.67291
-443.365666,72,28420.7317
-494.397308,37,28430.71619
-281.4359,56,28441.59352
-514.322302,59,28452.19538
-335.566465,36,28462.49838
-256.207483,14,28471.14231
-293.504759,16,28480.5925
-408.350618,62,28491.54228
-301.054643,46,28502.57042
-325.962478,34,28627.97747
-384.540236,51,28638.28309
-506.902568,57,28649.7119
-192.778418,15,28659.08433
-31.050179,6,28667.63399
-263.114291,37,28677.73532
-258.706307,16,28687.16155
-288.911612,17,28696.93312
-453.549402,38,28707.44953
-405.660352,63,28718.22908
-484.346879,33,28728.83459
-166.166191,11,28737.90934
-357.11616,34,28747.55566
-214.679039,14,28757.08484
-168.486365,14,28765.74503
-269.453646,36,28776.1339
-232.698374,25,28785.76875
-279.328952,22,28795.38414
-408.772662,33,28806.26164
-260.95583,36,28817.03214
-334.747609,41,28827.68482
-426.411517,34,28837.48239
-385.212207,34,28848.2262
-347.395831,37,28857.88847
-204.956198,13,28866.98753
-208.258054,18,28876.37509
-3233.161902,238,28896.8676
-185.38654,12,28905.7649
-54.377033,13,28914.00912
-264.495886,22,28924.0255
-183.74701,12,28932.44052
-427.748357,36,28942.63653
-237.530923,38,28952.73987
-251.385888,56,28963.04428
-172.091483,12,28972.28094
-312.798407,59,28983.62582
-319.796806,36,29132.4187
-230.944766,16,29141.13141
-209.499854,16,29151.04716
-248.084907,49,29161.68159
-302.370571,33,29170.93496
-65.751176,14,29179.7
-228.517985,12,29188.00666
-529.837273,35,29198.49318
-221.42502,13,29208.11182
-313.83984,37,29217.85894
-158.080259,12,29226.57095
-206.628096,12,29235.70878
-296.039426,81,29247.80905
-333.205352,47,29257.98573
-202.126325,15,29267.66009
-494.730677,37,29277.51151
-169.783064,38,29287.17747
-404.588963,38,29297.07322
-124.409843,21,29306.57189
-456.012502,33,29317.40027
-178.18604,13,29327.31126
-174.997745,12,29335.91323
-183.185413,12,29344.83815
-130.322935,17,29353.27411
-147.113598,11,29361.93315
-175.303646,12,29370.61537
-306.505891,14,29379.81584
-189.050537,16,29388.45646
-183.805872,13,29397.7289
-200.836956,12,29406.37645
-359.92818,33,29416.60021
-156.832169,11,29425.80348
-404.082945,34,29436.76216
-375.157652,37,29447.44826
-269.711062,21,29456.99914
-324.890233,19,29467.17034
-445.906349,38,29477.88872
-179.559085,53,29488.2648
-362.754588,40,29499.2062
-303.10214,44,29509.73416
-195.026023,30,29520.14963
-194.706749,44,29529.95052
-60.63045,10,29539.59265
-150.542956,13,29547.84897
-189.87013,19,29557.35478
-176.778663,17,29566.52554
-416.755671,34,29576.92724
-296.763816,17,29586.77327
-98.284953,15,29595.54075
-357.813768,36,29605.29655
-180.656121,12,29614.99559
-215.668038,13,29738.48299
-372.019597,38,29748.927
-175.199793,11,29757.73107
-197.590022,12,29766.34809
-239.433221,42,29776.69671
-234.235964,21,29785.25521
-167.539978,13,29794.35333
-158.557523,13,29803.11023
-337.011937,33,29812.51425
-310.287814,16,29822.0609
-171.956379,14,29830.2135
-406.188715,52,29841.079
-250.241549,42,29851.1181
-209.424174,12,29859.5234
-227.161797,36,29869.20092
-202.532244,14,29877.61363
-309.79154,41,29887.45485
-218.582242,13,29897.37972
-296.838845,33,29907.18998
-176.702807,14,29916.42188
-489.21262,40,29926.42373
-183.51913,12,29934.89239
-208.796199,13,29944.40603
-191.855518,19,29953.11335
-164.872798,13,29961.33493
-180.276433,11,29970.22961
-196.060427,32,29979.88038
-346.954411,22,29989.86508
-303.388642,25,30000.13852
-440.137884,39,30010.50623
-195.108836,12,30019.20361
-220.07448,14,30028.21118
-95.039442,14,30036.76316
-207.23633,15,30045.63941
-285.785101,53,30056.26002
-234.003552,14,30065.48723
-195.593199,15,30075.43176
-194.919346,12,30084.14879
-246.018763,39,30094.98486
-162.805416,11,30103.28803
-195.959191,12,30112.18619
-272.248506,14,30121.53552
-351.032564,43,30131.9505
-358.840186,34,30141.90824
-191.373353,14,30151.28669
-260.85448,24,30161.19051
-440.630559,43,30171.32224
-314.403264,52,30182.61747
-298.979145,46,30192.77992
-144.360105,18,30202.68848
-224.041887,39,30212.5263
-354.136287,38,30222.83811
-28.458588,6,30232.03521
-174.303532,34,30351.82863
-216.145085,16,30361.8638
-221.08092,14,30370.81634
-273.793235,16,30379.53365
-247.30101,46,30390.24519
-178.667194,13,30398.95613
-339.606802,41,30409.16745
-163.751745,37,30418.6231
-278.736634,40,30429.27127
-358.878314,36,30439.5471
-273.370731,16,30449.52181
-325.465315,40,30459.23582
-238.151843,24,30469.17107
-307.478985,50,30480.43235
-299.927944,40,30490.24676
-142.450547,12,30498.7787
-275.200511,36,30509.34098
-318.612724,43,30519.41985
-514.588766,47,30530.7737
-454.672165,36,30541.62417
-209.732204,12,30550.24621
-2665.42285,191,30567.63996
-382.980609,35,30578.02534
-295.782554,23,30587.99049
-156.327371,11,30596.30401
-189.200346,37,30606.68587
-239.862966,34,30616.82613
-201.375111,12,30625.75887
-347.265008,29,30636.12316
-342.845581,33,30646.21829
-413.957771,38,30656.53144
-212.042393,13,30666.0268
-188.549433,14,30675.07877
-260.636083,23,30684.63644
-176.043154,13,30693.82146
-214.12841,18,30702.12538
-90.210982,12,30711.15218
-185.006587,11,30720.44341
-182.473724,13,30729.26419
-288.237903,19,30738.03266
-168.203348,37,30747.27875
-346.68958,35,30869.2861
-322.519285,42,30879.99188
-377.980979,34,30890.73454
-297.283559,43,30901.63727
-295.911137,18,30911.0473
-238.066626,33,30920.72681
-33.276037,6,30928.83188
-182.203412,13,30938.6987
-125.909629,19,30947.82664
-183.46711,13,30955.92795
-210.195459,14,30965.52794
-198.291924,12,30974.93226
-187.128811,14,30983.44194
-71.754256,13,30992.9631
-78.523004,11,31001.32957
-274.012711,26,31011.48601
-186.120177,20,31020.6534
-68.079637,13,31029.35479
-182.01591,15,31038.76399
-147.785525,11,31047.73728
-180.820906,11,31056.83439
-340.397651,40,31066.99249
-240.293356,34,31076.91087
-154.830181,24,31087.03591
-331.348652,41,31097.90601
-175.149682,13,31107.10427
-24.484787,6,31115.78848
-206.593384,11,31125.59006
-530.956313,41,31135.85718
-199.923347,13,31145.3028
-312.544095,37,31155.80761
-270.503653,42,31165.68201
-374.74527,35,31175.85346
-327.479888,19,31185.19081
-340.965123,40,31194.91044
-522.717638,60,31206.03266
-101.530521,18,31215.83741
-352.903742,44,31225.593
-256.693824,20,31234.61248
-1986.221759,166,31251.13683
-148.563601,11,31259.31603
-221.454424,41,31269.60113
-46.481671,10,31279.07963
-233.322328,13,31287.38454
-240.327593,54,31298.29883
-238.731079,34,31309.16958
-177.956984,11,31317.72736
-219.84865,33,31449.64565
-181.455792,12,31458.97247
-204.045601,12,31468.02552
-482.22448,36,31478.4229
-201.754548,17,31488.26707
-129.086593,17,31496.6674
-199.568261,16,31505.47643
-200.718115,21,31515.37624
-183.189567,11,31523.93514
-359.900509,43,31534.14301
-322.393388,16,31543.55156
-164.832342,11,31552.69031
-234.279959,21,31562.17806
-466.69899,35,31572.60825
-122.193883,11,31581.11611
-69.853122,14,31589.91473
-305.112001,39,31600.41151
-169.292327,11,31609.20583
-213.686381,15,31618.61421
-195.283189,13,31627.22271
-248.758009,19,31637.11003
-166.160386,11,31645.47121
-279.931449,49,31656.13472
-230.633894,19,31666.18237
-407.662065,48,31676.04667
-346.444947,38,31685.99233
-275.00961,21,31695.48652
-224.463953,37,31705.79625
-172.71126,13,31715.52621
-81.500763,12,31725.3011
-36.540599,6,31733.50978
-726.301369,34,31744.4619
-174.772046,13,31753.58497
-384.560184,38,31763.79545
-219.267963,22,31773.61745
-170.834761,11,31782.88226
-291.055203,19,31792.83995
-181.816651,11,31801.76071
-189.767105,43,31811.91685
-511.706623,34,31822.66
-32.359177,6,31831.80124
-198.792237,13,31840.85841
-160.15186,13,31849.65968
-188.828272,15,31858.97142
-183.359107,14,31867.45005
-173.617718,13,31876.24896
-34.341569,7,31884.71127
-205.80455,27,31894.59536
-178.456027,11,31903.46536
-248.157017,42,31913.68146
-223.306151,13,31923.11803
-154.255263,20,31932.87348
-161.455564,22,31942.6819
-171.748025,13,31952.52213
-204.376324,16,31961.77581
-207.458531,32,31971.82223
-162.197962,12,31980.5338
-207.706325,41,31990.24393
-201.479673,12,31999.52126
-190.651247,39,32120.05927
-210.857351,12,32128.36339
-75.169314,29,32137.90487
-163.667304,12,32146.71125
-87.063988,14,32155.36134
-222.524528,16,32165.00288
-84.748057,14,32174.36753
-329.593876,48,32185.26406
-154.281094,11,32193.8681
-243.459163,39,32204.27288
-273.003895,33,32213.97634
-183.498641,20,32223.36778
-203.266461,13,32232.33319
-218.900841,19,32242.05993
-203.351573,13,32251.42886
-392.218063,48,32262.09104
-513.947118,34,32272.51894
-271.600652,41,32282.73269
-202.218646,14,32291.09691
-137.390458,43,32301.26389
-183.181609,14,32310.97702
-441.544649,86,32322.73983
-67.132003,14,32331.38831
-296.03469,39,32342.16645
-146.437261,18,32350.94511
-195.591672,14,32359.71735
-53.378594,12,32368.18186
-320.975225,35,32378.60764
-511.816661,35,32389.41872
-262.798232,36,32399.33173
-154.645672,12,32407.45035
-207.916008,18,32417.15015
-176.247787,11,32425.9079
-202.6796,53,32436.58969
-179.671779,11,32445.6965
-125.973076,18,32455.15836
-153.417821,16,32464.34324
-166.781276,30,32473.45437
-279.721285,39,32483.85604
-156.204463,13,32492.70341
-296.169522,23,32502.21126
-253.587081,35,32512.24317
-439.445844,51,32523.6677
-190.757365,12,32532.94489
-105.065506,19,32542.69995
-112.842102,17,32552.63846
-112.377789,16,32561.15723
-444.831375,62,32573.28281
-139.029255,28,32583.05905
-382.693758,40,32711.41293
-1963.517674,233,32732.48644
-143.897965,26,32741.28988
-327.733987,36,32751.74896
-64.570558,12,32761.0963
-298.548036,45,32771.48706
-39.584247,8,32780.72875
-182.02376,24,32789.81019
-261.478008,20,32799.71453
-196.026475,13,32808.71108
-147.810858,17,32817.65981
-169.375732,13,32827.67575
-116.177168,16,32836.82315
-307.28403,54,32847.02965
-32.163268,6,32855.60618
-188.908817,30,32865.4342
-414.192712,37,32874.7854
-39.025785,10,32883.39204
-392.943921,34,32893.00823
-196.756812,12,32902.49993
-287.888527,41,32912.74237
-210.049842,37,32922.65274
-282.251998,19,32932.43188
-296.125568,32,32942.66907
-28.349034,6,32951.22199
-240.935655,27,32961.32272
-289.185967,35,32971.84837
-252.28557,46,32982.00924
-117.614481,17,32990.96386
-151.701732,12,32999.12078
-32.34828,6,33007.92908
-233.427228,17,33017.67379
-142.504506,33,33026.84765
-220.184767,25,33036.54698
-374.819137,36,33047.19711
-86.221145,29,33056.20085
-117.965677,20,33065.6009
-384.664369,45,33075.84999
-36.832791,7,33084.25358
-269.247011,40,33094.6549
-149.441947,11,33103.66999
-191.760705,11,33113.19309
-331.423443,20,33122.39701
-87.868164,18,33131.49992
-2992.287421,242,33270.59914
-421.831468,42,33281.22405
-111.894785,17,33290.22883
-179.349293,36,33300.77385
-150.649611,22,33309.77989
-307.601651,44,33320.57154
-131.290202,31,33329.93023
-236.662844,14,33339.55802
-175.125126,15,33348.34065
-162.291613,11,33357.45323
-27.09071,6,33366.35508
-154.076134,11,33374.43083
-177.923671,12,33383.04225
-31.169181,6,33391.69716
-421.080155,44,33402.44768
-284.307402,22,33412.10766
-1901.450581,187,33429.69156
-54.309669,13,33439.3475
-87.464116,12,33447.65477
-236.438924,15,33457.57857
-192.695522,39,33467.58187
-356.29386,35,33477.5055
-302.668103,38,33488.25429
-23.557423,6,33497.66152
-196.873268,25,33507.23005
-72.009183,12,33516.07135
-191.077454,14,33524.73112
-186.341303,13,33533.99035
-59.554972,12,33543.56099
-35.182147,7,33552.06164
-44.883543,41,33562.00134
-209.814115,13,33571.00897
-266.717126,27,33580.76927
-259.257817,36,33590.60344
-22.531422,7,33598.91498
-26.601568,7,33608.35898
-185.289496,13,33617.9857
-182.115949,12,33626.4494
-198.834934,16,33635.86183
-214.885709,28,33645.06739
-220.964677,18,33655.12841
-197.39759,39,33665.21599
-183.068068,25,33674.67373
-113.48798,13,33683.78613
-188.946741,42,33823.95072
-179.530352,20,33834.05597
-348.418678,36,33844.40034
-162.361111,11,33852.87587
-179.377807,14,33861.64202
-281.570279,18,33871.65376
-527.236609,33,33881.81983
-125.637575,28,33891.56059
-236.477882,39,33902.41016
-232.537554,20,33911.67298
-39.619475,6,33920.21356
-370.797013,23,33929.78256
-128.297507,31,33939.75664
-175.227272,13,33949.59494
-136.465738,22,33958.19653
-170.327501,12,33967.66105
-336.733292,29,33977.84031
-414.381155,51,33988.34488
-363.693753,31,33998.10074
-191.321858,35,34008.18345
-95.129036,14,34016.53188
-223.016115,16,34026.42959
-158.785241,12,34035.71751
-62.214373,13,34045.09038
-203.859981,12,34054.83823
-177.995231,12,34063.44447
-177.531163,13,34073.15567
-318.043154,53,34083.88601
-275.59465,36,34093.94708
-190.267012,25,34103.3774
-90.108571,16,34112.28965
-80.513009,28,34121.53748
-179.33058,14,34130.79427
-148.850361,26,34141.04176
-230.298268,24,34150.88299
-200.274798,44,34161.00045
-172.346575,21,34169.70901
-341.191156,44,34179.76854
-170.260824,11,34189.38077
-2049.563645,174,34206.32653
-220.858728,21,34216.52583
-2067.520471,177,34352.32508
-165.328862,12,34360.54032
-58.93798,8,34369.67525
-257.464471,21,34378.28129
-122.912363,19,34387.55625
-42.64086,6,34396.37442
-376.47466,35,34406.4406
-186.075943,12,34415.67643
-151.813846,19,34424.27753
-231.928073,14,34434.23532
-1921.7492,184,34451.69446
-267.600801,33,34462.3719
-267.40852,15,34472.00401
-170.577176,11,34480.31337
-225.212724,32,34490.63051
-175.985767,12,34499.1904
-203.173068,39,34509.18542
-491.698817,44,34520.09764
-223.836462,45,34530.46322
-23.713096,6,34539.75688
-197.078019,24,34550.1772
-36.946266,6,34558.93615
-97.313565,14,34568.35203
-190.585612,12,34577.68041
-83.067309,12,34586.19035
-254.841596,32,34595.85912
-310.037848,40,34605.42418
-389.977301,42,34616.36532
-188.368597,15,34625.13784
-41.426913,8,34634.20586
-209.081472,27,34644.63664
-81.117496,13,34653.95088
-149.513391,38,34663.41112
-268.799885,34,34674.24474
-187.774352,12,34683.13783
-66.416525,11,34691.25875
-191.75756,48,34701.76761
-316.882443,37,34712.71424
-221.216296,14,34722.1304
-265.039395,40,34732.87111
-211.869069,36,34742.72024
-30.805284,6,34750.93486
-193.548087,13,34759.99237
-118.292201,14,34769.05456
-24.606879,7,34777.93471
-150.95293,36,34787.95135
-62.786253,14,34796.31054
-308.694998,18,34806.34287
-114.695422,21,34814.8562
-217.310253,42,34968.77199
-188.904434,11,34977.57871
-166.201889,11,34987.0898
-34.798331,6,34995.26021
-278.675964,38,35005.41793
-236.303466,35,35015.22635
-61.978881,12,35024.24029
-97.459564,21,35034.46065
-227.457681,22,35044.0587
-155.464188,13,35052.24632
-111.300818,54,35062.95903
-60.75592,12,35072.58966
-130.913541,11,35080.60556
-32.366783,7,35089.30971
-163.18458,15,35097.57855
-200.147627,52,35108.26951
-119.448696,31,35117.93359
-39.758346,9,35126.89638
-102.605076,15,35136.56734
-169.631826,11,35144.94586
-87.416934,12,35153.82747
-178.614052,11,35162.94176
-41.825073,7,35171.74591
-165.38177,25,35181.12568
-173.367331,12,35190.26016
-334.437347,22,35200.13365
-152.837857,14,35208.70967
-384.850721,36,35218.58262
-86.994386,15,35228.38852
-194.992248,13,35237.23896
-119.499952,13,35245.75152
-167.711934,13,35254.80766
-191.086009,18,35263.92619
-198.345977,15,35273.41013
-269.387519,47,35283.79385
-37.188961,7,35292.21522
-170.065485,11,35301.26413
-191.315745,12,35309.92736
-147.804795,10,35318.17802
-475.570553,53,35329.48431
-345.956399,37,35339.45147
-201.708489,12,35348.59171
-81.44648,15,35358.00463
-106.630643,16,35367.01546
-159.551017,12,35375.70678
-173.467803,41,35386.7781
-105.652273,16,35395.4897
-139.878511,25,35405.17814
-121.172821,14,35413.64601
-98.693214,12,35422.95266
-232.223934,41,35433.17334
-196.280739,16,35442.28353
-174.276785,11,35450.80919
-343.194439,36,35460.57015
-77.030076,21,35470.02812
-109.404709,17,35479.07013
-21.98282,6,35487.23444
-166.960256,35,35496.9888
-12.317215,8,35506.67492
-7.350426,6,35514.88111
-77.315483,13,35523.96234
-484.962524,34,35533.49488
-26.237432,7,35542.21108
-144.751861,37,35553.55227
-112.853395,15,35562.52829
-79.093579,12,35571.49716
-155.157873,19,35701.69969
-68.265359,11,35710.60473
-35.136598,8,35719.13269
-85.626289,15,35727.53739
-29.521573,6,35736.52304
-102.142185,14,35745.80713
-31.64016,7,35754.75122
-194.566991,14,35764.30876
-175.282495,45,35774.46902
-222.505461,24,35784.49097
-107.2054,29,35793.86778
-98.764091,40,35803.34796
-179.08706,14,35812.56368
-159.20739,12,35820.68383
-58.486421,12,35829.699
-182.098807,11,35838.55748
-28.545702,7,35847.17456
-379.625003,34,35857.19978
-220.835166,37,35867.44888
-213.69204,42,35877.12444
-153.565789,13,35885.98708
-230.068971,28,35895.91333
-145.190461,13,35904.68043
-202.562242,11,35913.68513
-156.88812,32,35923.08901
-280.289803,33,35933.66988
-171.166606,22,35942.97124
-72.589786,12,35951.23755
-162.752332,12,35960.14341
-91.382745,13,35968.61206
-376.334301,33,35978.54715
-69.601394,23,35987.67154
-295.645226,22,35997.2434
-170.891739,13,36007.03704
-23.831353,7,36015.60522
-145.644078,11,36023.72328
-221.509819,37,36033.53234
-174.975232,19,36042.84048
-255.803114,33,36053.22426
-153.971692,11,36061.88911
-133.915546,23,36071.05417
-197.099125,12,36080.53541
-39.173849,6,36089.00094
-193.024462,38,36099.36694
-161.854657,29,36108.96391
-141.942027,12,36117.08369
-142.864583,11,36125.5944
