"#{""t_start"": 1778824503.1099143"," ""env_id"": ""None""}",
r,l,t
-8966.091487,1044,41051.71475
43.213257,46,41062.89648
-57.508503,40,41074.20596
-92.926179,33,41199.38446
-161.018291,40,41209.84355
307.800001,101,41223.25451
-66.077193,43,41233.62576
-67.15548,59,41244.91079
-38.408632,42,41256.14214
-39.354603,49,41267.49588
-60.990271,41,41277.38393
29.043608,37,41287.79234
18.559662,38,41298.84813
-1645.085405,214,41318.46903
-150.765244,12,41328.36284
-72.13946,41,41338.87059
81.90066,58,41349.88252
84.735151,61,41361.24483
41.624788,47,41372.55331
868.379769,164,41390.16619
30.999859,41,41401.52168
-113.49389,36,41411.93194
-1170.572096,167,41553.97216
-8.448412,48,41565.69403
-104.47011,36,41574.99707
-58.474788,41,41586.02009
94.365859,66,41598.15314
-103.436772,41,41608.84487
78.382161,52,41620.08957
705.735774,166,41637.96675
-85.016488,37,41649.26557
-144.006513,14,41658.64761
-125.363365,12,41667.92392
21.91763,45,41679.37712
-73.51244,37,41690.48435
14.944423,46,41701.27821
-40.760879,38,41711.34451
-1199.154701,178,41729.42098
16.185407,42,41739.55958
-128.806538,35,41751.00769
72.300897,62,41762.89211
-64.003635,41,41772.75034
-123.257064,12,41783.08718
136.125372,53,41794.55415
-111.108087,14,41803.30615
-144.635488,13,41813.57898
-86.591453,37,41825.0312
10.954047,43,41836.39133
-79.926009,43,41963.04365
133.071416,61,41974.78925
-1133.543947,187,41992.99988
8.506129,59,42004.45515
-1286.959639,180,42022.10416
-46.896642,45,42032.82209
-38.266665,36,42043.1141
27.833173,23,42053.45428
-42.615397,37,42064.12434
165.422904,367,42092.3953
15.162392,46,42102.691
148.56947,65,42114.831
-51.884029,37,42125.98324
33.542969,42,42137.16021
-194.292795,15,42146.63869
-207.558398,43,42157.7606
756.919004,142,42293.99027
143.418139,73,42306.67187
-39.345216,49,42317.74766
486.494649,100,42332.55898
-110.316993,34,42342.68092
-202.393688,23,42353.25657
77.99909,55,42364.87046
-46.947137,39,42374.71842
-197.845308,23,42384.50711
52.162351,56,42396.81237
135.380504,71,42408.91615
-120.757016,14,42418.20541
148.852285,69,42431.29573
-50.11329,47,42442.88343
-40.442333,40,42454.36995
90.402479,65,42466.15783
132.280639,54,42477.25199
4.450197,60,42488.93776
0.431779,43,42499.92103
-1.996385,50,42511.0808
-3399.4089,795,42683.52384
737.585411,160,42700.38031
39.360002,45,42711.46046
23.365614,47,42722.60789
-75.062778,35,42732.73301
-32.614727,41,42743.44309
254.27338,86,42756.81972
539.91182,124,42772.52186
-38.339747,41,42783.24308
46.078919,55,42794.34851
46.03424,55,42947.03707
-52.43348,35,42957.24145
-4.105694,39,42968.55405
-142.267161,13,42978.50095
-162.155343,37,42988.71681
-245.581268,317,43014.42268
-135.038067,13,43024.32651
-52.946784,42,43035.07443
185.773213,73,43046.54073
0.532868,27,43056.43111
-3872.441448,583,43097.21752
-82.774155,41,43106.99231
-6.432109,44,43117.76406
174.645121,61,43239.59414
17.369222,48,43250.57206
100.862289,54,43262.02931
-229.932476,37,43271.47043
108.848224,60,43283.0231
4.86368,36,43293.47814
-89.554778,34,43302.90568
-22.334635,40,43313.77053
-39.825744,45,43325.1715
60.156064,53,43336.577
5.226952,45,43347.20792
-63.121808,35,43357.88896
101.461707,68,43370.21966
1586.599457,283,43393.35731
-854.044153,212,43413.14474
-119.256544,12,43422.45758
-34.915263,42,43433.6551
-116.502074,12,43443.36143
-69.003413,38,43453.09388
159.014292,70,43465.05532
-71.183113,38,43601.41633
-42.78199,41,43612.74458
-8.752837,58,43624.33448
24.964365,52,43635.00201
-19.166338,35,43645.70804
9.33967,44,43656.59499
12.588879,44,43667.58858
-1400.855669,396,43697.82951
-728.15371,242,43719.14238
22.223347,44,43730.50089
-87.663464,38,43741.95413
32.637176,53,43752.70955
-109.206616,34,43764.19011
70.150191,44,43775.04182
-131.266557,35,43785.07999
-72.396232,38,43796.04352
37.47073,47,43807.15009
75.388642,49,43934.40862
-10.051848,41,43945.34964
-125.399603,38,43955.63326
-52.892002,41,43965.78363
-162.064901,34,43975.75569
181.405704,60,43987.34046
1188.635493,216,44007.29972
53.352149,48,44018.03046
-11.090382,37,44028.73438
97.822284,56,44039.53973
1035.982253,213,44060.50448
68.128066,53,44070.7564
111.78225,58,44081.38707
121.361782,61,44093.5693
-123.770545,37,44104.5435
-14.257014,42,44114.5796
18.498511,44,44126.47022
-42.297351,47,44137.99908
13.032631,42,44149.40021
-83.681783,35,44159.67023
50.650621,51,44299.15401
-122.305722,12,44308.02482
-130.299545,12,44317.96776
82.769455,38,44328.92028
13.631721,49,44339.891
173.396492,66,44351.59301
-60.821187,36,44362.47293
-21.820893,44,44373.1357
-134.466448,37,44382.95166
-6.140889,43,44394.62363
9.760397,43,44405.65437
142.814089,59,44416.15686
3.231769,26,44425.29905
-135.593021,14,44435.45117
-4082.250455,712,44482.11308
-133.421686,14,44490.50759
0.687462,38,44501.38906
6.149728,43,44631.73682
1.435712,42,44642.69333
7.653026,38,44652.65408
13.590467,41,44663.67597
587.397386,127,44679.64912
6.928665,44,44691.46994
-53.007685,41,44702.84759
-183.529505,17,44712.43376
-22.581237,40,44723.38094
197.481026,71,44735.36674
-128.404654,41,44745.643
285.961346,74,44757.57922
-1016.519916,198,44776.4535
7.385615,23,44786.32947
785.379211,183,44804.76878
-0.331302,43,44815.93609
37.214132,41,44826.46351
142.402168,56,44837.73711
1229.236413,233,45021.49894
-64.985274,48,45033.02764
-1109.557917,168,45049.9492
-188.455088,17,45059.44266
-86.737825,36,45070.99748
175.619165,65,45082.81963
-14.615384,43,45093.47156
-716.59597,319,45118.57797
38.869249,53,45130.25669
370.714993,96,45143.75221
-757.459577,232,45164.68712
46.714518,48,45175.67468
104.872681,58,45322.31241
18.383819,43,45333.2788
-34.233764,49,45343.78002
-37.768604,36,45354.92167
-20.947599,17,45364.69769
69.308421,56,45375.52974
55.910824,41,45386.69401
158.090232,71,45398.92334
-26.203215,37,45409.29602
36.069498,47,45419.61009
-92.580828,39,45430.99774
-8.253446,8,45440.17521
-692.043809,231,45460.33667
310.66079,382,45489.18027
-5.638553,40,45500.12736
133.989989,42,45510.17939
2.526711,45,45521.46299
302.91393,145,45661.85871
18.128655,36,45672.19819
-1218.896884,176,45689.50571
50.834037,47,45700.30303
23.206683,37,45711.28628
871.021648,174,45729.32934
47.901608,52,45740.95402
-585.122946,254,45762.68773
3.336355,45,45774.54346
266.782212,194,45793.61049
382.312471,121,45809.2095
-15.314927,41,45820.65901
-199.302099,23,45831.23209
-198.299464,27,45988.55059
-44.764768,38,45998.75453
-140.210834,23,46009.21099
949.221151,192,46028.32483
305.565467,93,46041.42854
-39.826846,39,46051.96657
-201.155234,16,46061.61188
-7.798544,42,46072.63016
-19.968397,45,46083.42047
-4.349582,44,46093.75135
70.516136,49,46105.66745
-58.376745,50,46116.71211
18.599447,56,46128.31647
-24.262865,14,46137.64637
63.52218,44,46149.06917
29.913678,46,46160.03723
-46.079478,38,46170.12314
-113.640487,35,46181.20188
-1046.748347,182,46198.64213
258.245421,70,46210.68454
14.292425,41,46221.35217
-39.911939,37,46231.80001
-373.480692,289,46415.62797
177.268406,64,46427.12994
-87.050646,34,46437.72021
164.149901,72,46450.00434
-71.191435,39,46461.46731
-16.226402,38,46471.43966
21.815303,39,46481.83656
-109.899399,38,46493.09026
-88.537793,40,46504.11343
-134.413831,14,46513.31429
158.937266,71,46525.66154
-89.597693,39,46536.83421
-26.432191,37,46546.96354
-53.721012,37,46557.53349
689.128877,153,46574.46978
-66.675599,37,46584.8743
22.908473,58,46596.38546
112.723147,46,46606.35105
-86.983773,38,46617.69783
-79.391916,35,46628.7266
-121.911124,11,46638.72319
24.228011,34,46647.88538
51.770005,67,46659.67468
58.860934,55,46800.38962
31.550158,48,46811.79773
661.334913,142,46827.9667
-37.257624,41,46838.70783
-27.440276,40,46849.67321
-2239.761554,483,46884.3989
-97.959855,40,46895.43952
178.651269,61,46906.35471
-77.538749,36,46917.52638
-0.994427,40,46928.96182
961.872327,507,47096.59763
43.784431,35,47107.0325
-6604.914898,942,47165.88793
-206.504532,14,47175.44422
-1303.08661,229,47316.75181
-6192.359025,1075,47381.91189
-1129.241952,370,47527.30819
-7749.945007,929,47585.47817
-70.911739,40,47595.3153
-2123.843423,329,47734.18216
-148.274338,12,47743.43331
172.749593,68,47755.21152
-1523.407057,265,47777.43945
524.578661,123,47792.84171
-63.217834,39,47802.58358
20.048122,55,47813.94634
88.967449,59,47825.71804
46.808959,45,47836.44985
-188.8875,15,47846.70689
28.806427,46,47857.43716
-136.368406,13,47866.39827
-2451.336927,396,48027.5685
127.313872,58,48039.31291
-197.99272,12,48049.7965
53.528098,45,48059.97637
-1225.302114,216,48080.7322
100.347544,56,48091.74821
7.914292,48,48103.47642
-21.726465,41,48114.59236
-772.546137,353,48142.63504
275.530247,87,48156.21648
-82.861925,38,48166.48965
-226.207063,18,48177.08813
1194.980043,199,48355.28956
-83.041193,36,48366.4288
113.871064,64,48377.72932
-29.376837,41,48388.84717
84.024882,45,48400.03511
-92.81454,37,48411.38227
-64.333863,36,48421.08475
-203.362854,22,48431.34115
172.404389,63,48443.77302
-165.342978,114,48459.07843
-3.885479,42,48470.65918
-8487.647067,1170,48659.36042
-56.406987,35,48670.17076
-164.61346,21,48680.58034
-189.489509,32,48690.34423
-26.758778,13,48699.69823
-167.817697,24,48710.52572
52.360663,57,48721.58169
37.067497,54,48733.07455
1122.344511,299,48757.85182
-192.565031,24,48767.46057
-5.178055,37,48778.8621
-1.502833,43,48789.84292
9.224261,50,48800.93841
-71.65371,43,48810.90018
41.742946,44,48822.09479
-184.211099,16,48832.63866
-5441.969507,689,48998.91876
-16.216548,44,49009.79857
127.363989,57,49020.57561
-18.154544,23,49030.38207
148.395483,68,49042.97481
170.799313,73,49055.22825
17.52008,48,49065.37177
-189.259193,14,49075.86069
21.216873,37,49086.30486
233.118367,74,49097.65067
-2.783416,7,49107.13532
-955.195286,253,49251.52208
-1175.307057,171,49268.7558
17.560174,44,49279.77833
-16.44732,38,49290.19795
97.236431,52,49302.12525
100.189531,113,49317.46594
47.25165,52,49328.50857
230.461776,85,49341.23514
0.381626,12,49349.55503
-13.716414,41,49360.46769
-59.757307,41,49371.78132
-75.208569,38,49382.0053
-28.782898,26,49392.18649
33.283651,45,49403.01776
-4.943677,20,49412.63829
-71.957397,38,49423.79207
-65.780658,40,49435.11391
-9.597168,40,49446.17067
-199.769105,14,49455.58068
9.832778,50,49466.75564
-1265.518806,166,49483.52334
111.99563,55,49495.08108
-21.304057,13,49505.16169
47.324653,48,49648.66869
-1001.609359,273,49672.55656
27.027854,44,49682.70769
-1149.007322,225,49704.61911
30.239723,51,49715.87891
92.785039,46,49726.02783
-65.245821,41,49737.43027
-459.170928,267,49760.23442
-194.570985,13,49769.6771
-192.768897,13,49780.09984
-795.27743,220,49799.71494
-54.462427,37,49811.2117
11.573956,41,49959.67121
-19.036721,36,49969.2153
29.678066,42,49979.68336
105.014134,52,49990.71565
-193.897393,16,50001.28708
-738.017043,231,50022.00764
105.038735,46,50033.56649
-188.030415,44,50043.68526
-25.448253,13,50053.67796
81.123265,34,50064.01463
6.481925,41,50073.64108
-7061.086249,1317,50301.82028
-92.940765,43,50311.98705
-1118.447681,173,50329.37945
-107.068437,41,50339.39014
-56.042616,37,50350.40119
-43.153811,41,50361.77332
68.608959,33,50371.10857
-549.923523,363,50516.4577
-48.423004,39,50527.89881
-55.865674,35,50538.47948
-39.244668,42,50550.09657
-771.31128,281,50574.66891
-548.384421,253,50596.15755
-192.877589,13,50606.50558
-4.895196,7,50616.50318
-38.453664,37,50626.60389
-938.182362,231,50647.37659
-198.107078,19,50656.90024
-791.520867,227,50677.94424
-790.100134,234,50836.77032
-1155.689846,193,50856.60621
-24.32226,22,50865.24311
44.305004,47,50875.91057
94.700158,56,50887.13717
-178.980225,19,50896.60336
-1050.119758,207,50917.30405
-1029.474825,166,50934.1186
-74.302641,35,50944.30684
-969.03192,195,50963.25983
43.527457,56,50974.0153
41.28848,34,50984.29008
-9128.474337,1117,51195.40379
83.096321,53,51207.34182
-8618.956566,1208,51389.57487
21.316573,39,51400.59626
2.756533,15,51409.13774
-22.193713,14,51418.8763
26.971946,43,51429.64668
-9306.539132,1500,51734.46373
-73.713989,41,51745.92866
4.760023,38,51756.72618
-10.063395,41,51767.05778
-56.996437,42,51778.58608
-60.940841,38,51790.2401
-29.063166,41,51801.67195
134.142453,55,51812.09044
-1947.96393,347,51838.83527
9.495598,43,51850.52026
-617.2138,369,51879.34456
-1105.915416,220,52023.77664
-150.544994,16,52034.14064
207.291402,60,52045.77693
20.054602,47,52056.66221
-8.386157,22,52066.50767
-168.76756,14,52076.98162
47.792029,50,52088.13623
-1271.695843,602,52127.84784
-1073.407972,315,52153.77934
38.169086,48,52165.33239
466.824584,109,52344.88124
149.458351,56,52355.26015
-2681.851238,417,52385.61609
35.888612,44,52397.06186
63.900461,47,52407.91914
-1912.997315,423,52439.48825
-21.846321,14,52449.36771
12.771816,42,52459.38546
-34.840382,38,52470.45231
-57.384902,41,52481.79057
-7.222209,31,52492.67923
131.130721,61,52623.83616
26.939295,46,52635.26185
130.096042,64,52647.35889
-1.568447,46,52658.51561
-99.487213,34,52668.59412
18.91707,40,52679.3001
-1125.122139,178,52696.56716
-7646.473965,1500,52904.78013
-5.077322,7,52914.75391
29.9702,36,52925.21613
-12.391541,44,52936.71262
-32.825905,14,52946.13889
71.445486,53,52957.2822
-20.303448,17,52965.80628
85.392888,49,52977.19824
331.360236,91,52990.19229
82.462626,57,53002.07931
-0.80184,10,53010.6037
11.969729,50,53021.90534
-20.294532,37,53033.37539
-5123.786869,683,53202.68062
71.447229,39,53213.93504
-192.746171,18,53223.40986
-32.684497,12,53233.59616
-402.521088,73,53246.87363
45.171088,50,53257.93617
-8317.957737,1343,53454.20113
-65.568765,43,53464.17061
1537.890165,249,53486.26003
-2421.010569,411,53634.00296
316.604673,85,53645.71551
-50.836559,43,53656.73819
-31.54161,39,53668.19007
91.684764,64,53680.07687
43.494095,26,53689.06551
0.394297,14,53698.1403
-30.933691,44,53709.54535
133.042965,58,53720.82935
-190.922263,20,53730.74072
-188.867167,20,53741.25927
7.011174,53,53752.45885
0.417216,8,53761.2975
17.723903,51,53772.47142
-5266.192536,1196,53968.46183
-22.088928,14,53978.66966
-198.777463,13,53988.25783
0.177792,49,53999.18108
-0.157897,8,54008.74953
-4131.116817,970,54180.87307
-1.449972,46,54191.82818
366.148916,107,54205.80889
118.06833,56,54216.17919
-44.418482,37,54226.60194
29.90931,26,54236.78136
-30.55392,39,54246.43865
26.199446,52,54257.45291
-1538.78098,819,54436.39326
-67.601926,32,54447.14483
16.870811,50,54458.66301
-196.30241,15,54468.34343
-86.198023,38,54479.82105
61.270727,33,54490.05918
-1316.32087,247,54512.14086
-35.083261,41,54523.39798
100.933977,54,54535.00134
86.53676,58,54545.68465
50.516483,32,54556.33142
93.830808,54,54568.30583
77.063772,53,54579.32618
-4.59731,8,54587.98985
2019.812812,560,54788.46968
19.504051,30,54797.69169
39.394171,28,54808.1596
-34.407153,55,54819.33482
343.354718,81,54831.21621
-1.809806,10,54840.25271
-25.52942,13,54850.42056
870.162147,341,54876.86586
-23.60019,19,54885.96708
-0.045645,12,54894.92656
271.880431,78,54906.51628
-15.497957,17,54916.07455
-86.104597,30,54926.85053
-7.473444,13,54934.96683
-18.940667,13,54945.11279
12.282741,28,54956.08721
286.239392,113,54971.23595
912.385812,180,55134.61622
-180.551069,32,55144.48046
54.498608,51,55156.39495
-56.650892,50,55167.56195
59.292414,41,55179.00023
76.693845,55,55189.70068
-21.52603,16,55199.58033
-1.265746,10,55208.77626
-73.431046,36,55218.47838
-75.688841,35,55229.19789
-82.163556,33,55239.98672
-210.483925,33,55249.86337
-18.130095,42,55261.42298
-189.487026,29,55272.03896
154.593857,64,55283.96629
77.335695,55,55294.48335
-105.315343,44,55305.33958
1.220719,44,55316.11671
163.181819,57,55326.90237
-24.289986,14,55336.51328
17.029108,47,55347.51012
-27.644963,17,55357.03465
6.568638,27,55366.95108
-16.600546,17,55376.0879
0.264851,12,55385.10148
-94.447837,36,55396.26417
-51.565646,51,55407.35849
-186.762407,13,55416.77429
-114.654296,15,55425.82842
-185.544084,26,55436.25109
13.321922,33,55446.335
-22.307779,13,55456.635
-127.503809,29,55467.16674
-9.060748,34,55477.11388
47.678848,47,55488.15639
-195.016523,17,55498.50132
-3473.902045,1263,55699.46503
76.833029,52,55821.26861
-29.788723,39,55832.73316
9.160753,47,55844.16676
-29.684606,14,55854.05492
-35.227898,47,55863.98509
-199.639295,29,55874.31395
34.266013,21,55883.85482
-0.852937,9,55892.24951
-207.913725,29,55902.6424
2390.664592,364,55931.2564
-196.232314,30,55940.98775
46.237094,29,55951.86778
-27.2749,42,55962.67781
22.793194,40,55972.53169
-138.636864,14,55981.93806
-19.583083,14,55991.11045
43.867984,28,56000.8373
45.261959,58,56012.08161
-191.289601,13,56022.46217
76.71017,59,56034.13071
394.602582,522,56199.18338
4.432867,48,56209.54506
74.646118,48,56220.72662
28.858187,25,56230.94741
-24.503774,13,56239.49126
52.256318,30,56249.95012
171.662855,78,56262.33636
-209.739081,17,56271.90142
-74.911947,38,56283.40496
71.782368,51,56295.18126
-20.22975,17,56305.18978
-33.018588,90,56319.1513
-4.066249,11,56327.36502
51.538557,48,56338.08657
-7608.397561,1500,56555.17327
-36.232385,36,56566.36616
1.857243,9,56575.27237
34.075953,48,56585.45318
1397.987526,231,56607.44155
-38.72647,46,56733.34831
-7268.211322,1500,56930.25724
-14.057991,67,56942.00107
-0.221461,11,56950.91751
-22.205402,30,56960.84409
-7.934574,12,56970.31199
-407.436764,280,56992.79892
-57.23727,41,57003.63667
155.745051,76,57016.00398
-21.119863,38,57026.27932
72.739279,52,57036.96137
457.952051,147,57054.31636
150.12038,115,57069.63223
-47.957904,61,57080.57611
-34.09719,45,57091.34222
-34.042655,38,57102.59768
-29.504563,33,57112.82817
-196.68123,41,57324.41005
-92.775756,41,57334.42295
-25.200589,16,57344.68178
-12.715742,34,57354.8467
-16.357629,15,57363.13599
-501.756142,264,57385.93131
218.464305,71,57397.64963
108.515771,54,57408.79071
-119.223138,38,57419.72691
-31.86978,22,57430.59888
103.461317,44,57440.79106
-17.779265,20,57451.07022
-48.545575,40,57462.31603
40.868587,55,57472.73446
-8.061607,30,57483.30795
-20.0575,16,57492.92327
-30.856971,32,57502.03583
-16.972372,15,57511.56758
-168.950918,36,57522.9311
-24.971601,12,57532.21514
-28.831224,13,57541.66256
-44.668934,47,57552.92079
-0.56292,41,57563.31053
-15.918877,20,57572.63263
-31.631096,54,57583.87178
1412.557002,236,57734.3298
-196.631579,36,57744.80121
-16.880329,15,57753.48184
-108.177137,46,57765.0015
-65.914129,39,57776.19912
6.802986,26,57785.96624
3279.628318,485,57820.27693
19.207342,29,57830.07409
-25.183246,14,57839.82997
26.559755,24,57849.0753
1.263585,8,57858.06143
-3.789932,8,57866.34583
-1.879671,11,57874.49847
-174.902537,25,57884.11822
-34.109877,22,57893.73661
-23.734107,13,57903.05955
-20.025169,14,57912.29012
-17.087463,13,57921.08087
-16.162273,17,57930.45204
-5.159232,7,57939.09136
0.097931,11,57947.59437
-2.71799,9,57956.30685
33.078402,29,57965.93577
-16.185959,14,57975.32059
-4.585124,7,57984.04835
2.231114,12,57992.27385
-0.892794,8,58001.18144
-2.820229,10,58010.14582
-0.580664,8,58019.25207
-23.653362,14,58028.37384
-21.015825,13,58037.61659
-4.67953,8,58046.29052
-28.574706,13,58055.38373
0.065695,13,58064.0968
1.601691,8,58072.85817
-2.037862,8,58081.09181
1.492346,9,58090.12301
-20.85981,25,58098.84573
0.134331,12,58108.52285
-34.581131,15,58117.43929
-7.596217,8,58126.42997
-23.099819,15,58135.40882
0.453185,7,58144.2086
-2.446265,8,58153.36395
34.003834,33,58162.99553
-21.869307,13,58172.26423
1.456335,8,58180.97468
-15.967332,19,58189.59252
-3.555183,20,58198.29472
-8.347769,7,58207.15393
-4.947133,9,58215.30152
-2.899336,7,58224.55854
-19.251113,13,58358.36105
26.442337,25,58367.9852
-8.41787,6,58377.81105
-20.614848,13,58386.70906
-4.634689,7,58395.32836
-1.937019,16,58403.58883
-1.716615,8,58412.74312
1.448689,8,58421.28078
-25.250647,16,58430.61831
-1.078326,10,58438.95493
-3.136398,26,58447.81326
-153.773546,36,58457.59437
-1.409365,25,58466.36402
-1.379913,8,58475.46428
-2.412427,10,58484.66029
-17.407962,26,58493.5098
1.973227,10,58501.69952
-0.094641,11,58509.86868
-2.852073,7,58518.76229
-20.428275,18,58527.53542
0.509013,8,58535.68521
-6.50262,13,58543.93814
-5.797065,14,58552.19323
0.937491,9,58560.75994
0.120722,12,58570.24978
-0.559499,8,58579.11764
0.813798,7,58587.99932
1.850363,9,58596.80769
-2.322252,21,58605.42479
-4.709907,12,58614.35882
8.95787,25,58623.66636
1.084284,15,58632.34996
28.213897,24,58641.93077
-20.128716,15,58650.90623
-26.246129,13,58660.19646
-1.551587,9,58668.22782
-11608.28307,1434,58865.66981
11.988271,23,58874.85326
-0.532121,11,58883.57097
-7.734556,25,58892.32568
86.574622,42,58902.4104
-7.029002,14,58910.96366
-2.512795,11,58919.12699
-0.276895,9,58927.85657
2.047742,11,58936.62418
-1.64637,13,58945.59553
-0.890923,11,58954.72328
-27.741649,15,58963.82555
-2.052388,8,58972.52382
-0.407141,7,58981.53999
1197.948983,215,59001.14124
-5.358969,20,59010.00943
0.098416,20,59019.64386
-6.145316,7,59028.50137
-8.234434,19,59037.47112
-5.955979,7,59046.31
-2.16679,7,59055.4192
-4.662398,12,59064.21593
-24.001715,14,59073.2507
-21.974092,13,59082.15598
-3.088844,10,59090.7409
-7296.283199,1500,59416.64525
-18.007349,18,59425.85792
281.844952,67,59437.57346
-25.937886,29,59447.47223
-1.608664,17,59455.92872
-3.984013,20,59464.61679
-3.140301,11,59473.06634
-168.234012,12,59482.44742
-20.755014,14,59491.77346
-18.111009,26,59500.51198
-20.249669,16,59509.51123
-16.639864,17,59518.33156
0.055995,11,59526.83077
-19.020501,14,59535.75821
1.949724,11,59545.8392
5.037213,35,59555.19671
-1.922213,8,59564.41303
-2.183439,10,59573.23839
-23.585419,26,59582.35774
0.702227,16,59591.32214
-19.591441,20,59600.04694
-2.272188,8,59609.09985
137.867874,43,59618.8433
-0.711635,10,59627.4521
-18.739809,13,59636.81957
-1.174039,9,59645.60706
-9.886357,18,59654.66018
1.540284,8,59663.32447
-5.401412,41,59673.42809
-5.288765,7,59682.44344
-88.063116,42,59692.53686
2.032939,10,59701.94662
-24.645522,15,59711.13718
-3.275233,24,59719.78224
-1.531123,12,59727.91928
-0.378258,9,59736.49911
1.949709,11,59745.50382
-18.487188,16,59754.96068
-3.523575,9,59764.00355
-7.6172,16,59772.89084
-26.493984,15,59781.66114
-3.940934,9,59791.24326
-0.049026,20,59800.15647
-3.836559,11,59808.39742
2.304162,11,59817.09958
1.860297,10,59826.29588
-0.445787,8,59835.28797
-1.391666,8,59844.58983
0.082549,8,59853.09557
-3.06912,15,59862.27756
2.015619,10,59870.61218
-0.656147,9,59879.40128
2.046445,10,59887.94677
1.308966,10,59896.74295
1.151137,23,59905.7751
166.921629,53,59916.42335
0.792095,9,59924.91788
-0.244164,14,59933.55876
457.816176,93,59946.08196
-23.65849,14,59955.66931
-19.436228,30,59964.85427
-24.069676,25,60108.92125
3.218418,21,60117.81901
1.542296,10,60126.95009
0.010958,16,60135.54235
1.035468,9,60143.97488
-3.878462,14,60152.38876
-3.597262,28,60161.88363
1.287962,8,60170.9268
-5.417554,7,60179.91216
-8.426695,9,60188.36228
-27.995871,11,60197.77294
-19.753147,29,60207.31534
-5.791981,15,60216.21835
-23.056352,16,60225.58162
-29.057027,13,60234.74268
48.755974,26,60243.77049
-2.152296,8,60253.23892
-19.151728,13,60262.33449
-0.242592,13,60270.48236
-6.025382,7,60279.71248
-3.916295,10,60288.65092
-4.03013,8,60298.1057
-2.744752,12,60306.52323
-188.048888,40,60317.31815
-25.263604,18,60326.55582
-1.496593,25,60335.74582
-1.958366,15,60344.0528
-3.487629,10,60352.45983
-4.66067,17,60361.20552
-0.338752,10,60369.65859
-6.38754,10,60377.99435
-9.093653,8,60386.54272
-15.598031,16,60395.34271
-3.545922,9,60404.65164
0.359692,8,60412.74759
3.562592,40,60422.65918
-27.896617,14,60431.58133
1.946609,10,60440.22661
-3.361501,9,60448.81914
-7.264051,7,60457.87827
-11.181032,17,60466.63561
-1.568,7,60475.33286
-16.308639,26,60484.51011
0.45822,13,60492.97971
-2.216243,7,60501.2552
-6.31119,11,60509.95933
-29.880866,18,60518.95218
1.610183,9,60527.39593
-21.262994,21,60535.99002
-26.10646,14,60545.01728
-0.734683,13,60554.20865
-2.32722,17,60562.81387
-0.429756,12,60571.44774
-1.137392,9,60580.48838
63.142517,29,60589.34174
-9.472523,22,60597.86026
-24.829118,25,60606.89811
-4.84429,12,60615.21168
0.722931,8,60623.88942
-11.949216,19,60632.58899
-3.466663,19,60641.69607
-14.847519,19,60650.51009
1.031271,21,60659.69574
-4.627437,14,60668.16273
0.001758,10,60677.60555
-18.074462,14,60686.79889
-5.697843,49,60697.085
-9.770026,16,60705.44603
-3.697511,8,60713.94547
2.771,13,60723.1384
-19.449377,13,60732.25787
-3.900584,7,60741.36792
-3.015641,8,60750.22717
-8.6185,23,60760.26742
-8.914822,23,60769.09911
-1.926068,17,60777.94861
2.469842,12,60787.31921
-1.338402,26,60796.46933
-0.000621,10,60804.6677
-1.331706,10,60813.31182
-1.181439,12,60822.21755
0.990842,9,60831.185
-19.53509,14,60840.45655
-2.324736,7,60849.0091
0.345131,17,60857.93458
-27.864518,25,60982.77418
-4.445462,8,60991.27153
-24.307972,20,61000.39167
-1.397454,7,61009.60186
-5.738603,6,61018.42388
1.734728,9,61026.9327
2.552415,13,61035.57954
-3.894351,7,61044.52325
-1.05317,11,61052.98358
41.255783,21,61061.43905
-3.537645,7,61069.88921
-27.046692,16,61079.30238
0.400548,14,61087.49437
-7.732447,9,61096.17749
-1.61642,8,61105.39917
-4.783665,22,61114.36395
27.390795,43,61124.30155
0.546614,7,61133.37838
-18.730011,14,61142.61053
1.938088,9,61151.20695
-18.585186,15,61160.56086
-0.619396,9,61169.16187
1.662537,8,61178.39084
1.57926,8,61187.1133
-2.838092,7,61195.81823
-4.02822,8,61204.52676
-23.375824,13,61213.67557
-0.714885,9,61223.08289
2.384378,11,61231.41618
-6.904968,8,61240.5945
-8.269083,24,61249.88919
-3.761319,8,61258.68082
-3.553228,21,61267.27987
-13.280352,25,61276.96223
-0.569791,9,61285.56543
-2.513806,7,61294.62978
45.509256,25,61303.53988
-4.941962,7,61312.57246
1.162675,8,61321.39194
-21.160351,14,61330.7673
-2.370855,8,61339.62797
-2.278899,15,61348.10069
-2.09334,25,61357.16099
-2.191482,12,61365.4591
2.042518,12,61374.58057
-20.912414,14,61384.14055
-22.865896,13,61393.49282
-3.429355,17,61402.728
2.410798,13,61411.11928
-8.095405,25,61420.07913
-3.284105,6,61429.95737
1.683439,8,61439.12644
-19.300838,13,61448.32944
-1.183224,20,61457.69633
1.053852,8,61466.19453
-6.297236,13,61474.77663
-0.66086,9,61483.20567
0.827682,15,61491.72762
-136.297194,18,61500.82955
1.690636,9,61509.71605
-1.940453,17,61518.55885
-27.91284,14,61527.83311
-27.617914,13,61536.82936
-1.18441,8,61545.84808
-4.981755,7,61554.91382
1.248162,9,61563.88781
-7.040127,19,61573.29706
-3.816135,7,61582.04724
-2.931669,7,61590.59287
-5.984434,8,61599.49143
-1.547379,11,61607.9027
