"#{""t_start"": 1778824503.1099143"," ""env_id"": ""None""}",
r,l,t
2.051857,11,61616.31476
-5.623668,24,61625.35255
2.048979,11,61633.9658
-6.431084,6,61643.02225
-3.806826,18,61651.43757
-4.592146,10,61659.74361
-0.558448,15,61667.8943
-8.01165,7,61676.88768
-16.34769,21,61686.25325
-3.083681,23,61696.13266
63.324311,53,61707.57102
-29.903518,14,61717.43891
-5.109399,7,61726.50824
-10.448242,16,61735.0258
0.186707,20,61743.54497
2.266846,10,61752.65431
4.345473,31,61762.27706
-4.382903,8,61771.8514
-0.788654,9,61780.88234
-3.679044,8,61790.29261
-2.459117,12,61798.70361
-3.482138,8,61807.94044
2.670808,15,61816.14508
-2.580536,10,61824.55645
-2.357487,11,61946.61483
696.851969,133,61962.83419
259.927388,74,61974.07593
235.991114,57,61986.04081
23.968712,32,61996.20205
-23.637468,18,62005.5851
-19.471596,15,62015.53192
-678.171637,244,62036.40144
-0.201512,31,62046.45585
25.481009,30,62057.22108
-23.908468,15,62066.08403
-0.507046,7,62075.09473
7.499762,46,62086.36367
-1.360971,13,62095.37283
-3.536637,25,62105.91562
-23.868953,15,62115.61832
-20.940689,17,62124.3011
-12.554982,23,62134.17232
-5.776868,15,62143.43079
-9.603862,19,62151.87917
1.908521,9,62160.92732
31.369305,27,62171.04059
-2.309605,10,62179.81358
-0.012797,42,62191.15069
54.844879,48,62202.82592
-22.301916,14,62212.11524
-3.671864,7,62222.16393
-172.876323,13,62232.65616
-19.181503,40,62243.15933
-17.959285,15,62252.90121
-3.727799,9,62263.04849
-22.096917,25,62271.76894
81.612643,45,62282.42824
0.976289,39,62293.69177
-21.243027,16,62302.4147
11.41642,25,62312.88249
-33.489917,21,62322.97921
-6.773145,24,62332.99841
714.647451,148,62481.88228
13.185672,24,62492.73461
-27.015287,36,62504.178
118.140451,57,62514.76638
-3.442722,12,62524.26673
-2.592463,7,62533.73416
79.932988,48,62544.36443
1.736516,22,62554.36039
-68.156071,36,62565.62905
12.532281,37,62576.37192
327.182813,86,62588.67953
1418.037985,226,62610.6402
1.91518,10,62619.18278
221.755176,63,62631.16232
1.605606,11,62640.53395
51.705098,23,62649.34758
-23.610506,15,62658.92497
-119.179179,36,62670.21408
-25.885885,14,62679.81236
686.799305,293,62704.44947
-3.166989,17,62714.39285
-5.776399,9,62722.82134
3.335441,22,62732.17589
-20.341169,22,62741.32337
55.235839,58,63977.61472
-1954.143242,387,64006.50466
-137.314946,24,64015.6842
2.372033,20,64025.58839
-2.436236,9,64034.69941
-19.218432,17,64043.68773
780.416633,159,64061.15611
-1.13335,9,64071.04443
-17.868548,19,64080.52861
-2.761783,15,64088.98543
16.160018,38,64099.42792
-5.341148,7,64109.47523
-37.493781,15,64118.9611
-19.190751,14,64128.63267
1.824647,8,64137.06833
27.446232,28,64147.2178
-17.861453,17,64156.87771
-11.085487,26,64166.81882
-136.899087,52,64177.96626
-763.022559,222,64198.76044
117.97062,41,64208.83988
2254.668618,351,64390.00138
-19.110622,15,64400.16069
-25.443784,15,64409.53413
-4.625905,7,64418.57606
55.088837,28,64429.42439
3.614495,25,64439.73788
0.436978,8,64448.72334
-17.413088,16,64458.05337
-20.32283,13,64467.22895
-3.075309,10,64475.85797
-26.605353,13,64485.70306
-19.750063,12,64495.04853
-1.646576,7,64506.17695
-7.310455,14,64515.76179
2645.51534,390,64546.08735
1.260544,10,64554.81743
193.55006,47,64566.41474
-15.249201,18,64576.91932
-17.550612,36,64587.4963
-1.237467,9,64596.27427
18.180071,39,64606.62926
-5.714488,8,64614.94398
-5.993725,35,64625.13761
-21.791563,27,64635.28333
-4.773288,8,64644.57915
-17.099504,15,64654.30267
0.05686,8,64664.47516
19.700192,39,64674.14104
1753.923332,260,64834.63826
-1.203912,18,64844.13565
2.513189,12,64852.51311
-20.694556,19,64862.86151
31.343539,47,64874.17757
1.603981,8,64883.19384
-0.291758,8,64893.01293
2.696879,15,64901.8068
-1.105045,9,64911.31762
-1.871381,29,64921.05111
-149.225864,41,64930.97485
-1.460234,22,64940.94142
-24.028527,16,64950.84624
23.702539,19,64959.51057
44.659484,27,64970.4836
-135.824453,25,64981.1918
-410.921483,502,65016.12905
-20.501337,19,65025.89531
-17.776812,16,65034.70122
1.976638,10,65043.85142
-166.529925,20,65054.31199
-15.584659,17,65063.05647
20.073231,23,65073.60586
-20.169248,48,65084.83019
2.729458,26,65093.90332
63.809287,29,65104.66687
-20.555618,17,65114.68688
-18.776684,13,65124.02885
-4.665707,9,65133.92367
-17.000402,36,65144.34083
50.756184,24,65152.97524
2.537129,13,65162.31423
0.397478,12,65170.93751
-2.26307,11,65179.97863
-18.673202,15,65190.0196
1.939958,10,65198.96069
-18.985196,20,65360.521
-0.940162,10,65369.59524
-18.671675,22,65379.77841
2.129969,12,65389.50615
2.063984,11,65398.01522
-24.317322,18,65408.01957
-27.198601,14,65417.94768
-24.155531,13,65427.42469
-6.419874,7,65437.04039
-3.55016,22,65446.75755
-3.971149,8,65455.62674
0.558171,16,65465.38493
-1.3361,37,65475.74298
5.843281,44,65485.63302
-662.110526,232,65506.47107
-0.940455,12,65515.27145
0.919512,9,65525.25534
-6.422412,7,65534.93187
-18.538952,18,65544.34352
23.417501,35,65555.08599
-8.175659,20,65565.59771
0.190665,18,65574.33618
-19.47619,30,65584.63469
-13.43533,37,65594.81998
34.089232,20,65603.26546
57.944711,48,65614.04232
0.903589,16,65622.61467
3.120477,30,65632.43894
243.290556,87,65645.2411
1.700704,9,65654.9845
-2.697762,7,65663.63693
-24.114285,16,65673.43905
-1.122991,36,65682.93305
-22.266907,32,65692.57058
1192.021919,234,65712.89965
-930.399919,259,65884.61306
-10.223263,30,65894.81421
4.307237,24,65903.93049
-6.25469,7,65913.86877
-1027.579972,270,65937.14223
2.383875,12,65946.45241
4.567145,29,65956.559
25.623151,27,65966.35379
3.0495,22,65976.17993
-26.700622,18,65986.43939
-1.950606,13,65994.71478
-0.489071,9,66004.63725
-20.143764,41,66015.56184
-0.513022,14,66024.52859
-2.715384,13,66033.67173
0.156341,7,66042.56204
-110.66296,13,66052.57647
3.003641,16,66062.13174
-3.152468,7,66071.37256
1.91893,12,66081.26044
-25.214891,13,66091.3705
-171.370992,12,66100.76075
-7.696628,7,66110.63628
66.003894,59,66122.00088
-2.021096,8,66130.19617
127.148037,34,66140.30297
2.125065,14,66150.19797
0.918069,7,66158.58577
2.21695,18,66167.83321
-14.641023,21,66177.63801
0.806575,9,66187.47866
32.644276,25,66197.15893
-0.544271,10,66206.29374
-0.951518,10,66215.62196
0.965787,19,66225.30964
21.835286,35,66235.12632
-1.412839,8,66244.4772
-2.869004,19,66252.94203
47.91812,32,66262.81759
18.416193,23,66273.53712
-18.694722,16,66283.17465
-175.377334,13,66293.12074
-8.519874,17,66302.97373
2.111517,10,66311.83211
1.792262,8,66321.04859
2.295319,12,66331.0769
-2.390945,8,66340.04233
93.884812,54,66351.55019
0.027229,11,66511.05142
2.036456,12,66519.92122
-187.115268,34,66530.61107
-6.102122,17,66540.70441
-7.380102,22,66549.39131
23.546714,20,66558.91968
-3.214544,11,66567.53808
-3.428598,6,66577.49283
-0.960628,8,66586.58883
-5.390359,31,66595.89151
-43.935726,21,66605.61148
-15.589447,22,66615.34588
0.120652,28,66624.78042
3.180819,19,66634.80116
2.742672,15,66643.79788
-4.361902,11,66652.56713
-12.276651,25,66662.88672
1.445031,9,66672.01899
-0.274423,9,66681.66454
-2.672675,7,66691.75433
0.267719,8,66700.86606
-0.601584,9,66710.42796
1.938779,10,66718.71665
2.256961,14,66727.05567
0.845584,16,66736.41265
2.167854,11,66744.83619
0.42582,14,66754.12616
12.280409,16,66762.71836
0.882907,7,66772.66687
-26.205775,13,66781.80004
-0.508043,8,66791.10704
-3.099041,12,66800.65263
0.668796,40,66811.10607
-2.432375,26,66819.93419
2.375877,18,66829.61157
2.065387,9,66838.73582
1.779668,8,66847.37006
-14.779477,19,66857.88314
-3.909133,8,66866.71883
-1.208904,16,66876.1302
0.883756,8,66886.18741
66.552624,52,66896.83368
-1.226223,14,66906.18356
24.326234,28,66915.99134
-23.632934,13,66924.33139
-8.092729,7,66933.54476
-1.2955,7,66941.93211
-4.278234,21,66952.32555
-5.413345,26,66962.00265
110.002787,73,66973.32905
-0.280895,11,66982.63273
-19.610073,35,66993.18725
-118.289566,12,67001.82562
-0.644576,24,67011.7456
-2.902851,7,67021.63368
-3.349458,9,67030.73499
-5.985137,6,67040.83695
-23.659154,36,67051.08446
-0.092175,7,67059.66297
-113.054796,13,67069.15899
-16.556907,15,67078.71569
-2.258662,38,67088.82438
1.38876,10,67098.02811
-95.407263,14,67106.23365
-20.829136,15,67116.1327
11.945776,15,67125.25796
-2.556583,29,67134.2053
-4.841611,8,67143.25269
14.453906,23,67152.86631
29.025266,24,67162.33493
-6.076431,8,67172.11125
2.651968,15,67181.05318
1.757529,9,67190.5846
-1.190828,8,67200.70252
0.38339,12,67209.52621
0.434101,15,67351.58254
-167.178171,46,67361.64908
-102.23351,37,67373.28244
-1.032104,34,67383.34232
1.947673,10,67392.35708
1.095348,33,67402.46609
-33.699896,12,67412.71208
2.209618,13,67421.2411
-6.012734,7,67431.2918
0.296253,39,67441.55621
-0.425507,10,67449.94757
-3.10703,7,67459.26925
-25.958328,23,67468.51625
31.506409,24,67479.08781
115.162522,53,67490.5519
-2.159044,13,67499.20597
-21.278591,20,67508.55205
-3.593425,7,67517.46112
2.404801,35,67527.25257
2.049943,21,67537.93444
-4.627103,32,67547.90136
-5.755217,14,67556.18922
17.59491,19,67565.55968
81.063074,50,67577.14444
-2.310589,8,67586.0169
-6.827646,8,67595.43274
-8.362305,30,67606.1004
-0.695342,23,67615.38699
1.68796,8,67625.34587
-1.897065,9,67633.59749
0.50686,8,67643.43691
-4.697741,20,67653.22618
-6.005308,8,67662.27599
-22.695124,14,67671.79229
13.276379,17,67681.09161
-2.383139,7,67689.7784
1.092218,15,67698.9188
1.340262,27,67707.81545
-1.642561,54,67718.91783
1.669667,8,67728.92358
-27.408015,14,67737.41212
0.11946,23,67747.35717
-2.756759,16,67757.097
0.262711,20,67766.19581
-15.057556,20,67776.11241
-15.826834,15,67786.31435
1.45807,9,67795.15291
-0.562423,21,67804.69336
0.808492,10,67813.79454
-16.859616,14,67823.3065
161.513824,49,67834.34819
2.720296,15,67842.74923
19.572724,30,67853.74394
-151.728484,15,67864.28616
1.980338,9,67873.37307
1.192838,23,67883.36118
-28.519099,25,67893.75085
-4.685838,8,67901.89466
2.577084,15,67911.58589
0.095782,10,67921.10577
-1.47253,28,67930.37453
-0.673852,10,67939.94443
1.836537,10,67948.42664
-2.996695,8,67957.86732
-1.145569,7,67967.02899
-0.018268,8,67975.18138
-2.722055,16,67984.44285
-0.378913,10,68129.81465
0.491438,11,68137.99359
-149.287082,14,68148.2215
134.449533,53,68159.12463
-2.606022,7,68167.98529
-29.729882,13,68178.03605
1.222026,9,68186.82325
-2.213568,13,68195.99157
-150.123786,53,68207.15403
2.942695,17,68215.77943
-97.120002,12,68224.76619
3.032453,27,68234.34641
-0.862382,10,68243.09405
2.138327,10,68252.85055
-2.122505,13,68262.24566
-7.061401,6,68271.6796
-40.655635,30,68281.97244
-1.88751,7,68290.42775
1.317066,9,68299.81347
-5.938883,7,68308.95956
3.514668,21,68319.29397
0.49115,17,68328.87055
1.337231,9,68337.85411
0.939193,39,68348.38615
-2.69232,23,68358.51384
1.191939,9,68367.5814
1.626879,9,68377.4495
-7.138102,7,68387.14938
-152.431029,58,68397.65528
-19.259435,13,68407.62784
3.033942,25,68417.36789
-26.727754,16,68426.57919
-113.151858,13,68436.31164
-27.221472,14,68446.59926
0.042227,16,68455.49597
-21.30612,16,68466.02328
-156.543787,15,68476.53188
-4.609109,6,68485.34799
-4.799919,11,68494.64658
-2.97858,13,68502.90601
3.755072,14,68512.10183
-21.619,29,68522.38386
-4.059002,13,68530.67471
-22.576902,14,68540.12785
1.120997,18,68548.97462
-22.382303,14,68558.35245
2.678066,12,68568.22103
1.861973,9,68576.61133
-18.566501,14,68585.99704
1.720905,8,68596.27231
-6.513487,7,68604.89239
-2.001987,11,68614.85585
-153.481073,14,68624.36693
-0.261395,21,68633.99837
4.5042,36,68644.73116
-0.758884,9,68653.90731
-9.371495,7,68664.02151
-5.863024,7,68673.56465
3.089127,17,68682.42576
-0.493751,30,68693.03273
-5.548843,7,68702.87113
2.402474,11,68711.57058
184.397179,70,68723.54824
2.385675,13,68733.40522
-3.162491,18,68741.91645
-2.422366,7,68751.54455
2.225036,12,68761.63901
-3.218035,7,68770.20566
-4.7741,34,68780.44423
-4.437949,7,68789.0992
-1.941882,9,68799.2576
2.617146,14,68808.82208
-19.076903,14,68817.38277
-1.419119,8,68827.12384
1.512923,25,68837.21694
-16.512909,15,68846.49186
-0.807292,22,68856.3991
-27.007111,16,71736.02827
1.598429,9,71745.18595
2.279665,31,71754.74925
-2.956672,43,71765.19352
-1.85246,7,71773.86606
22.915928,17,71783.01169
0.366081,14,71792.782
128.587252,47,71802.79776
398.517757,77,71814.9972
-17.156898,29,71824.91599
25.750138,23,71833.56286
2.52783,16,71843.51472
-2.082512,13,71853.91287
-1.643845,30,71863.1996
-4.827387,13,71873.07351
1.581824,32,71883.09288
-0.486803,10,71891.98834
-23.362868,12,71901.71706
2.004894,12,71909.95487
19.640698,18,71919.2773
-3.814339,7,71928.62861
1.049582,16,71936.9797
0.023329,13,71946.12443
25.712249,59,71957.85633
0.215764,12,71966.78718
76.275649,36,71977.03662
17.832348,16,71985.55656
-0.110299,13,71995.10012
-151.484762,36,72005.88119
-0.476904,9,72014.93488
-24.004912,13,72024.32872
-0.428058,9,72034.18565
9.449923,15,72042.4557
-7.265385,28,72052.41303
-1.601398,8,72060.6223
-5.463779,9,72069.51918
-3.467165,8,72079.35921
-15.588589,33,72088.92707
2.899769,17,72098.55372
-0.021054,20,72108.73221
-25.092696,20,72118.10377
-2.89645,32,72128.39902
12.283964,18,72137.93389
-4.095082,6,72145.9829
-1.153687,8,72155.92013
-27.732412,21,72164.83978
-7.717953,7,72174.28951
-20.95094,13,72184.25756
-3.075627,20,72193.39
0.488831,23,72203.1647
1.111463,22,72213.14753
-19.54508,19,72221.83484
0.344385,42,72232.48687
-3.484248,7,72241.01335
-2.353024,21,72250.16494
-1.522704,16,72259.70125
-0.027356,11,72269.07574
-3.137526,8,72278.99993
-4.045574,8,72289.04217
-8.729172,6,72298.04801
1.15496,17,72307.50354
-5.618786,7,72317.73205
-1.993022,20,72327.31915
-2.024977,8,72336.78343
-10.35207,21,72346.02626
3.076536,34,72355.36981
1.810452,10,72500.72592
-18.090549,17,72509.26092
1.786607,8,72518.32445
-4.96975,7,72528.21395
3.730017,26,72537.5568
75.816096,27,72547.34045
2.349824,13,72556.31698
2.359551,17,72565.41829
0.034859,30,72575.94003
19.697542,31,72585.7461
-6.920048,12,72595.06026
0.747394,7,72604.44697
-3.995324,7,72612.54737
18.472594,16,72621.77655
-2.20718,7,72630.64127
-6.403014,9,72640.52014
-3.500683,6,72650.36407
-22.719211,15,72659.31601
-1.733737,8,72668.65419
-0.533503,24,72678.52195
0.280499,11,72687.4779
-2.752085,7,72696.71752
-5.883246,7,72705.85679
2.001711,10,72714.73068
59.699262,30,72725.68158
-0.596816,10,72734.1333
23.815052,23,72743.64536
-0.650051,11,72753.74468
-4.546322,24,72762.59955
-3.402558,7,72772.48479
2.228456,14,72781.48805
80.931495,35,72791.60573
-0.308714,9,72801.2003
0.660748,14,72809.65799
2.558253,11,72819.86966
1.538831,13,72829.44397
2.75337,31,72838.61146
-2.230842,8,72848.26657
-18.035191,15,72857.84314
-4.650251,20,72866.75823
2.28336,11,72876.89345
1.924021,9,72886.16084
-0.199221,25,72896.12417
0.238211,11,72906.18417
-2.063536,12,72914.70424
-1.232124,8,72924.86896
-4.097261,18,72934.53231
-15.990966,21,72943.81299
2.811436,15,72953.65518
2.145402,11,72963.54253
-17.308556,24,72972.89647
0.828137,8,72982.90408
-0.466049,30,72993.08737
2.146726,11,73002.14578
-1.810891,7,73011.92374
1.252726,17,73021.07464
-23.508875,13,73030.51275
-4.01387,15,73040.42741
0.073376,12,73049.60464
2.285861,11,73059.7305
-8.156636,7,73069.90504
1.991642,14,73078.7643
-0.335,7,73088.28359
-0.331279,19,73098.22144
-2.605486,20,73107.59006
0.245373,12,73116.689
13.766528,15,73125.07319
-4.094059,13,73135.24774
4.006266,21,73145.06523
0.991723,37,73154.82053
-19.870425,25,73164.81788
2.92129,17,73174.64857
-4.038061,18,73183.61212
-19.30504,14,73193.07265
27.966151,19,73201.47367
269.412009,58,73212.5118
26.135537,23,73223.26601
1.954037,16,73233.08622
1.023754,8,73241.85147
-9.856202,22,73251.75107
39.92766,25,73385.24589
-21.591695,22,73394.27337
2.23336,11,73403.99577
147.20116,34,73414.27109
2.798606,15,73423.34912
0.410298,13,73433.0859
-19.357807,26,73443.25645
1.050682,8,73451.40954
-629.874447,243,73472.03151
1.545592,8,73482.01885
-0.76156,7,73492.09422
-6.704979,7,73501.08039
2.078866,10,73510.98992
3.160596,20,73520.88404
-20.286023,19,73530.067
0.602088,17,73539.96927
-5.757968,8,73550.09489
-0.656409,10,73558.35613
-0.463559,18,73568.15939
-19.648076,20,73578.52251
0.827442,9,73587.19016
-0.658122,7,73596.86705
96.919148,28,73605.95315
16.181699,16,73615.32954
23.843144,17,73624.59553
3.01497,23,73634.21396
-0.249636,8,73643.93825
-2.439079,19,73653.94355
0.120783,8,73663.04808
-18.309007,14,73672.3555
-5.907643,7,73680.40839
-1.358571,7,73689.28917
1.512886,28,73699.56676
65.885366,31,73708.59332
0.229858,12,73718.61961
35.499742,22,73728.49363
-2.275546,18,73737.20813
-17.631194,17,73747.46513
-2.560884,7,73756.40763
2.799631,15,73766.14627
-7.025576,11,73775.33021
-27.70535,14,73783.74188
-6.228345,7,73792.88179
0.756148,7,73801.53986
2.01265,10,73810.55977
1.767943,9,73819.91052
-1.0243,8,73828.72926
2.217224,11,73837.83703
1.040606,20,73846.82613
-6.358497,40,73857.14057
2.500125,13,73866.82975
-173.007427,13,73876.40169
0.654833,17,73886.16102
183.276538,39,73896.65555
-4.076956,7,73905.09729
-185.470929,56,73916.53339
-1.22328,12,73926.21148
2.216514,12,73935.5561
-149.360867,15,73945.88925
-26.905532,12,73956.00758
-2.098759,12,73964.75169
-115.899232,31,73975.52496
0.467651,15,73985.18611
2.499004,13,73993.57063
0.872106,10,74003.39456
3.010257,24,74153.94425
1.228093,13,74163.70902
-3.190033,7,74172.77365
-3.411722,7,74181.81958
0.417796,11,74190.52697
-2.357238,7,74200.28306
0.556246,29,74210.30035
16.307301,19,74218.71128
-5.319573,16,74228.53563
-20.716853,29,74238.74435
-0.847945,10,74247.80532
0.449555,23,74257.58994
-557.24742,289,74280.89556
-2.138959,14,74290.16115
1.575529,18,74299.92822
-1.791332,17,74308.84517
-0.976708,8,74318.80245
-180.519892,28,74329.38696
-41.792078,39,74340.07729
0.192608,11,74349.65811
-20.685581,13,74359.05176
-22.762861,13,74367.55543
777.083619,120,74381.99
144.945528,62,74394.10958
-4.324844,8,74404.23988
-3.228983,8,74413.15038
1.717522,11,74423.1959
-22.39186,19,74432.20532
2.197459,13,74441.37608
1.999132,9,74451.01724
-8.209212,6,74459.66458
1.271075,10,74469.30854
2.376164,11,74477.57909
1.500418,8,74486.42903
1.746925,8,74496.21352
-3.103279,11,74504.5068
-22.174482,17,74514.01677
4.036517,35,74524.54552
-5.414281,7,74532.86069
2.23922,10,74542.65364
0.277062,7,74551.56496
-6.306696,18,74561.839
-6.977752,15,74571.39803
2.335677,13,74580.09533
-4.603212,6,74589.00371
2.279325,11,74597.17976
-2.150316,7,74607.01218
-3.890465,7,74616.01776
-6.885206,7,74625.13911
0.222156,11,74634.59694
-20.134964,15,74644.6491
0.012008,21,74653.60441
-4.210588,8,74663.45111
1.116307,8,74671.66149
1.05903,8,74681.52389
67.594399,25,74691.3468
-2.922184,7,74699.6639
-1.959399,10,74709.35905
-16.609795,16,74719.30217
-4.641948,7,74727.41358
-1.881139,7,74737.27953
3.722702,28,74746.61453
-4.897324,7,74755.65279
-2.268148,7,74765.68757
2.176094,11,74930.75224
0.560032,19,74939.21158
-3.149683,16,74948.96954
-20.103054,25,74959.23229
-1.186946,8,74968.19311
-3.55574,11,74977.49178
0.371138,8,74986.43281
1.187705,11,74996.17634
-5.439421,28,75006.10563
-0.370333,8,75015.38898
-0.259841,8,75025.22775
-3.975017,13,75034.77946
-0.272859,17,75043.24563
0.555151,15,75053.06556
0.757359,9,75061.83625
0.912157,8,75071.02667
-0.797514,9,75080.57011
-5.104648,26,75089.62991
3.023371,16,75099.03796
-2.410079,13,75107.42631
0.32672,15,75116.44509
-6.832976,14,75126.37554
1.457245,10,75135.28813
-2.889211,28,75145.24093
2.35896,10,75155.0015
-2.085538,8,75163.37485
-5.583121,7,75172.65381
2.198281,15,75181.24536
2.07031,12,75191.0891
2.504049,11,75200.69838
32.70363,19,75209.11215
-1271.789476,208,75228.22655
-9.820834,7,75237.45812
0.520158,8,75247.24452
-1.405889,21,75255.97524
4.008727,29,75265.90506
-8.34099,14,75275.61655
2.228119,13,75284.4379
-0.282218,8,75294.32179
79.676365,28,75303.19499
-1.439643,8,75312.41853
1.298645,9,75321.29999
0.406569,14,75329.71969
0.299204,13,75339.27258
-3.312303,13,75347.8474
-2.323605,7,75357.07891
0.060457,13,75366.42882
-16.766305,17,75375.35416
1.693851,9,75384.87613
1.420433,11,75393.30366
25.918573,18,75401.9264
-0.212349,25,75411.94784
1.201616,9,75420.86339
0.04958,12,75430.04307
-14.149797,26,75439.97757
-8.156396,21,75448.53796
-30.475633,36,75458.99959
0.957655,8,75467.15263
3.067788,18,75477.10113
2.38432,32,75487.09049
-1.182275,8,75495.99685
-5.170405,7,75506.51948
-4.892341,9,75516.22221
-513.994762,248,75684.51584
2.698966,15,75693.16712
-0.657395,22,75702.54508
1.579946,21,75711.95216
1.930102,11,75720.81645
2.261124,26,75730.87885
-7.497436,6,75740.95344
-3.440839,12,75749.79412
-1.354058,8,75759.35816
-3.250876,31,75770.0153
475.36039,100,75783.03144
1.457639,10,75792.91857
-3.836762,35,75803.39616
-0.79854,14,75812.21441
1.257635,20,75821.98869
-550.26797,263,75844.64496
-5.407149,9,75853.67428
1.990503,9,75863.19613
1.992854,9,75871.87686
2.78647,15,75881.38573
1.741353,9,75891.02818
-3.663331,7,75900.29641
-170.266007,13,75910.62868
1.744012,20,75920.55449
2.153005,11,75929.1292
2.418618,13,75938.96854
0.274293,20,75948.16317
0.423849,16,75957.69036
1.073217,19,75967.14749
-18.646864,15,75976.85716
-9.808545,23,75987.00748
0.469156,9,75997.03448
2.464557,12,76005.42468
-833.641999,204,76024.85417
-2.267756,18,76033.71619
-3.071024,28,76043.89787
-1066.791441,214,76223.49378
-1.165915,8,76232.02877
-6.199658,9,76242.05571
-1.959839,8,76251.76607
-0.856898,10,76260.04367
1.255716,10,76269.28732
-3.053871,8,76278.3265
1.291485,10,76287.92775
1.731747,25,76297.63189
-3.132645,7,76306.79113
-21.487028,13,76316.86788
-3.163496,8,76326.87422
-3.949252,21,76335.99325
2.091728,10,76345.77967
-2.752801,7,76355.71468
2.210404,10,76364.67457
-149.215217,15,76375.02744
-26.303726,12,76385.16968
-8.737004,7,76394.27388
0.154315,11,76404.24543
-2.662243,7,76413.17002
-3.942844,8,76422.94005
0.085587,10,76432.70022
-6.519173,7,76441.78634
1.89938,12,76451.86178
2.293003,12,76460.94646
-15.945661,14,76470.47467
-0.165484,13,76480.0939
2.170273,13,76490.58683
3.763502,37,76500.08686
1.910881,10,76509.71121
-18.886755,21,76520.43893
27.375273,71,76531.51558
-4.071154,19,76541.49868
3.29949,22,76551.45703
5.22291,38,76560.92797
-0.344327,39,76571.24953
-8.486952,7,76581.18878
0.081001,10,76589.55337
-8.888242,24,76599.82414
0.235622,19,76608.4235
-10.2605,18,76618.54371
1.768002,10,76627.62993
-6.067456,17,76636.68978
2.159925,12,76646.5764
-0.085634,10,76656.45793
-5.117797,7,76665.70814
-12.157155,72,76677.80088
205.355812,72,76689.95609
1.534451,9,76698.02199
2.714744,11,76708.41193
1.728078,8,76718.39447
-8.473894,17,76727.42683
-183.679685,25,76737.93636
-1.145335,11,76747.23275
1.571957,8,76755.60867
-1.816799,9,76765.4328
3.405938,64,76777.04258
-1.593326,24,76786.62758
0.306068,22,76796.16152
-1210.261104,182,76985.3515
-152.494368,61,76996.05992
39.621556,31,77006.34666
-15.500111,66,77018.37589
-153.84558,12,77027.81274
4.309928,18,77037.12556
1.009998,9,77047.19005
1.732526,9,77055.48645
-0.89186,13,77065.22304
1.893389,11,77073.6957
-150.508669,65,77085.20392
2.2755,12,77094.3519
-21.792654,27,77103.87944
86.640503,64,77115.27461
-19.889641,24,77125.49217
-16.034412,21,77134.34445
-9.983222,23,77142.97568
2.072963,10,77152.53104
3.364158,19,77161.33481
-146.619046,17,77171.65046
1.828926,10,77181.34564
0.220887,8,77190.23245
0.605164,8,77199.83808
234.749929,82,77212.4531
-3.566057,60,77223.35613
-11.759749,9,77233.33817
-2.217874,7,77243.30388
-147.05715,18,77252.91906
-2.284511,9,77262.25837
2.692112,14,77272.38511
-3.86827,17,77281.16028
-16.910782,14,77290.91988
-1.732128,9,77300.65797
2.043982,11,77308.88601
-0.039245,17,77318.46895
0.406746,12,77327.6467
1.981106,9,77337.33747
-154.127255,54,77348.83112
-2.468339,19,77357.85204
-0.70255,21,77368.05633
-4.426685,10,77377.80237
-1.538273,8,77385.92767
-151.820293,26,77396.63712
49.453416,27,77406.27326
0.222192,48,77416.64548
-1.172734,12,77426.87273
1.224365,21,77436.41004
-170.038095,14,77446.11898
1.715915,8,77455.3645
101.390757,64,77467.39182
-7.532035,7,77476.63258
2.166728,14,77486.43846
1.319068,13,77495.99561
0.837067,15,77504.7799
2.626615,14,77514.76388
2.151838,11,77523.6019
127.005871,46,77698.80977
2.528399,14,77709.18408
-0.960609,10,77717.61913
-149.46266,17,77728.08902
1.742507,22,77737.80629
0.90678,18,77746.38668
-2.947779,13,77756.02983
-5.241629,21,77766.06266
0.37411,8,77775.15904
-0.966873,23,77785.24517
1.924045,11,77793.59206
-0.676558,10,77802.6144
-3.231919,10,77812.03844
-2.356536,11,77821.08238
1.812421,10,77830.45721
-2.643861,8,77839.33371
-0.167514,11,77848.50203
-25.060837,13,77858.96353
1.695013,26,77868.13497
453.342788,86,77881.41172
-0.48782,14,77891.51671
0.99449,8,77901.26463
-2.363896,9,77910.26196
3.007363,19,77920.02387
2.321509,12,77928.41277
1.692566,9,77938.05648
1.979402,10,77947.55501
-0.006467,10,77956.2959
-1.518827,10,77965.60345
-148.790239,59,77977.12339
-30.384246,13,77986.4685
2.046054,10,77996.33102
-3.521077,8,78006.56142
2.268764,9,78015.39456
535.774801,102,78029.10369
1.880612,10,78038.71095
0.087641,11,78046.99966
-2.895786,9,78057.07643
-3.998687,20,78067.01316
-1.753622,12,78076.09896
0.676734,11,78085.64362
1.959192,14,78094.66767
1.549334,8,78103.87045
-71.391672,38,78114.50021
3.089258,18,78123.41649
-188.190715,24,78133.87195
-8.594536,6,78143.85115
-149.683875,41,78154.30765
-2.956893,8,78164.36147
2.779674,16,78174.06863
2.885928,24,78183.25947
-950.727524,190,78202.1353
2.181312,12,78211.61324
-1.753985,14,78221.16795
-22.865724,14,78230.11298
-1038.092403,192,84482.84854
-0.45637,8,84492.59393
3.393747,31,84503.05918
-0.869367,18,84512.33842
-1.587913,8,84522.15546
-1.77517,29,84532.12999
-0.1078,8,84540.97776
0.972527,8,84550.61625
3.646933,17,84559.15019
4.051703,32,84569.21981
-0.191588,9,84578.976
