#{"t_start": 1779948995.375043, "env_id": "None"}
r,l,t
-2074.073969,556,56671.001563
778.070921,237,56832.9721
-621.922957,330,56857.384465
128.643336,335,56882.417136
-5704.997371,1202,57116.014231
61.463651,50,57126.657531
-5177.239074,1500,57334.399984
1911.682811,291,57357.494753
-1.468781,12,57366.536552
1128.830895,478,57537.445026
-842.764444,229,57556.568156
303.731967,88,57568.857107
25.582095,41,57579.260891
163.184391,45,57589.904423
351.249558,100,57602.499033
31.879729,48,57613.293029
-17.9336,14,57622.433139
1.957814,10,57630.531568
64.044609,33,57640.520553
-170.996321,31,57650.174317
-18.81016,31,57659.346839
2.41032,11,57668.348602
57.393967,51,57678.644358
-98.071103,41,57688.921823
-14.62736,42,57699.223415
621.855207,407,57879.212534
-66.026649,35,57888.8007
-171.678055,30,57898.393724
3.185174,17,57907.4868
-149.632744,30,57917.078622
112.921288,49,57927.970332
148.104424,55,57939.064585
-21.269117,17,57947.957359
-35.239319,26,57957.398026
315.422967,62,57968.745236
1.881878,10,57977.903182
-21.821471,27,57987.390743
167.084973,71,57998.338063
-186.044732,39,58008.262603
2708.812746,391,58036.139699
-15.457378,17,58045.491138
24.629629,33,58202.372598
168.0836,598,58240.010677
-22.807793,30,58249.167467
-10722.475292,1500,58465.796367
393.189899,183,58483.31908
1328.651366,503,58647.412087
60.824256,44,58657.470664
-1.356438,30,58667.169867
-10.160234,22,58676.800656
42.998037,52,58687.134179
3.03119,22,58696.070099
-76.487533,321,58720.098803
502.658627,399,58747.828679
-0.265306,10,58756.383027
295.77929,84,58768.227536
-186.026132,14,58928.01366
-19.869637,15,58936.95494
573.13092,116,58950.359676
-175.960544,35,58960.048113
363.557343,89,58972.631768
93.663668,50,58983.476545
-143.832759,39,58993.316953
-17.305377,26,59002.564392
782.890358,470,59033.664518
-11461.22129,1500,59294.478015
-169.566447,15,59303.881684
20.814342,64,59314.63033
14.458599,61,59325.075986
646.133826,178,59471.562792
4.298449,28,59480.795512
8.387937,32,59491.063972
-166.378243,15,59500.459933
433.916267,206,59518.71766
-0.192289,11,59527.155246
2.226161,10,59536.210985
960.45896,216,59555.279695
-15.398583,16,59564.368886
2545.345844,464,59595.200708
-18.203007,23,59603.925008
2267.635211,337,59792.338705
-56.942291,46,59802.432661
2.189829,28,59811.283932
494.907492,209,59830.076674
959.50782,209,59848.620777
1.702112,8,59857.159368
-16.567682,16,59866.10568
1559.425714,250,59886.299438
704.645631,210,59904.447572
10.513441,36,59913.990817
162.298564,52,59924.676189
-20.53615,22,59933.862853
721.831412,135,60114.364934
-61.508118,54,60124.649428
1205.673209,196,60142.300313
75.184913,43,60152.746244
-24.163812,14,60161.98209
-12.36022,20,60171.277224
-16.010691,15,60180.218756
136.595495,70,60191.139904
-19.113111,13,60199.786873
411.616877,78,60211.563874
155.160313,60,60222.732595
-15.30833,18,60231.378347
3.694673,22,60239.968081
-16.038127,16,60248.437665
-21.095726,27,60257.194686
-21.903882,16,60266.484392
-63.945551,39,60276.186976
3.36665,20,60285.579038
1.881992,14,60293.934424
-172.773876,15,60303.334477
65.894069,50,60313.736357
138.50875,59,60324.834931
-197.017039,31,60333.775037
-23.017971,32,60342.920065
278.909646,255,60517.510083
-16.40098,14,60526.345636
1.600895,8,60534.500592
85.520134,34,60544.540921
-18.564007,16,60554.027365
-0.232138,8,60562.417697
-18.470104,13,60571.615495
30.431001,34,60581.00275
-1.199647,9,60588.993489
0.368398,8,60597.283278
-20.140254,20,60605.670073
1.661897,10,60614.418555
2.168671,11,60623.213572
120.491509,50,60633.830445
671.666854,222,60653.067702
-24.736722,15,60661.668878
79.666479,43,60672.21532
51.354758,43,60681.815221
-3509.720102,1077,60900.247008
2.560437,14,60909.053528
0.547764,13,60917.3024
-0.57751,8,60926.053518
1.812174,9,60935.195129
48.359337,41,60945.044011
-15.928405,14,60953.993051
-24.153523,40,60964.435519
33.202513,37,60974.211868
172.893845,66,60985.376159
1293.285352,242,61005.925385
258.159766,55,61016.927109
-188.649268,17,61026.322785
58.023412,39,61036.113747
0.4629,12,61044.408531
914.343089,235,61067.066607
-3.257463,8,61076.345713
-0.188006,8,61085.25581
-0.589206,9,61094.557921
0.463922,14,61103.734079
1.610994,8,61112.792082
123.990325,58,61333.779835
1110.700763,193,61351.497488
-2.96097,7,61360.185426
2.059339,10,61368.775954
24.217408,31,61378.705426
2.526993,12,61387.895812
-19.210043,16,61397.18594
36.02962,50,61407.379207
-20.2342,16,61416.625717
-2.848643,28,61426.490316
2.270152,11,61434.803197
-0.06426,11,61443.487411
2.380585,11,61451.528472
576.278805,123,61468.198318
8.718676,40,61478.600411
-18.550844,15,61487.14588
-159.27926,22,61496.689559
100.986676,48,61506.833864
-30.255509,13,61516.182951
516.468025,425,61545.831461
-36.673295,38,61555.766962
126.835941,64,61567.020526
2.074832,11,61576.061877
-16.994715,23,61585.312176
4.015735,30,61752.801991
-170.942761,15,61762.202773
-1.684325,8,61770.508428
600.978536,131,61785.498579
-1.702192,14,61793.896232
-23.026841,21,61802.397806
-20.737426,16,61810.676259
-0.680034,10,61819.817184
437.022677,131,61834.83416
333.869901,92,61846.938936
1429.006586,264,61868.181265
-0.445845,10,61876.241285
-37.597649,80,61887.724247
0.893579,8,61896.174968
-24.00715,30,61906.075773
70.236884,49,61916.276254
-0.562664,21,61924.893312
144.319615,56,61936.000261
17.001023,37,61945.70436
409.04999,210,61964.059194
2.536108,12,61973.311899
-11.273379,22,61982.636192
100.142351,48,62239.481302
1249.64296,195,62257.856338
122.412969,51,62268.560186
139.363649,49,62278.605191
-18.48667,15,62287.850718
2.343001,14,62296.57041
811.63263,154,62312.628224
2.853356,16,62321.415491
2.45901,12,62330.111391
-115.462167,38,62339.625617
-0.499286,10,62348.221149
1.990057,9,62357.124273
22.036533,41,62366.778051
-166.579918,15,62376.171802
1.886123,9,62385.120938
1.841712,9,62394.222323
-18.267077,21,62402.737238
2751.972481,391,62429.92879
-21.282413,13,62438.971173
-2.629848,7,62447.308482
1.105664,16,62455.956414
1.947218,10,62464.244362
-127.929059,15,62473.694809
108.198074,50,62484.560429
-173.62733,13,62493.929238
1.236117,10,62505.009154
0.938327,7,62517.811189
2.63812,14,62526.106397
1.315205,9,62537.093525
0.287975,10,62547.157306
4.012025,27,62560.336889
1.367292,9,62571.078447
1.613917,10,62763.536079
3232.016282,464,62794.509925
-3.951012,21,62803.926421
-50.026025,34,62813.788414
380.964962,84,62825.507789
-18.524668,15,62834.365031
2226.085109,399,62861.912531
-1.164741,9,62870.571668
-3.07764,8,62879.66699
2.913382,16,62888.509275
772.231948,159,62904.408938
-0.518935,8,62912.813124
2021.971685,572,63140.19679
59.677222,45,63150.466835
-20.803542,14,63159.761806
-4.989834,8,63168.417869
0.500646,13,63176.834382
-148.980885,23,63186.282902
2.498686,12,63195.481108
300.615815,313,63219.748207
-15.206884,46,63229.958338
1.55935,8,63238.157295
2.752375,13,63246.295254
-86.912084,35,63256.245369
864.480165,150,63272.435744
2.363773,11,63280.592487
-23.759211,13,63289.642002
-166.278508,14,63299.001448
3153.725774,458,63652.586083
-43.62636,27,63661.460713
-16.767194,18,63670.904898
33.187437,46,63681.417205
5.638122,39,63691.52368
-2.264729,7,63700.08056
2.088463,13,63708.828974
-15.60607,18,63717.542208
1.26357,20,63725.994146
7.068732,21,63735.543461
95.753486,50,63745.801959
-16.325754,20,63754.608805
-0.860891,13,63763.346968
2.826391,17,63771.796703
-15.475012,17,63780.502265
-30.758005,37,63790.750323
-20.132607,13,63799.852481
-13.765331,43,63809.669737
143.645173,56,63820.617843
17.475178,23,63830.226285
2.87341,38,63840.527829
-40.030659,39,63851.133249
-26.217734,13,63860.365278
-8.837322,50,63870.831261
-5.347313,7,63879.574695
1.613123,40,63888.981936
1.675788,9,63898.094658
-36.746612,46,63908.653892
-17.369837,13,63917.848792
2.385347,12,63926.476158
2.882881,13,63934.80493
-16.292329,17,63943.864774
3.780466,26,63952.882242
-15.634842,16,63961.847824
-0.820711,13,63970.692539
2.583376,14,63979.490881
17.586973,29,64142.388547
-20.633568,41,64152.481738
12.328863,49,64163.498803
-4.09665,8,64172.40708
322.007157,69,64183.493272
-54.588374,42,64193.501147
2.154781,11,64201.502129
33.127195,31,64211.069256
-12.877953,22,64220.562511
4644.410359,633,64260.034932
-1.372601,9,64268.929531
-5.408795,7,64277.377218
31.652957,30,64287.505547
-49.079784,45,64298.006982
-2.857609,8,64306.750674
-5.279465,23,64315.911398
13.054776,26,64325.219916
0.678646,9,64333.952615
1.860688,9,64342.697407
-19.921054,13,64352.001358
-19.5448,18,64360.397368
129.187331,44,64370.317444
2.43753,36,64380.029984
72.523177,44,64390.32357
434.42192,77,64548.899564
0.136117,11,64557.482216
-19.743483,13,64566.771786
-649.722171,614,64605.116002
2.66147,14,64613.464077
2.792643,28,64622.419648
-19.889882,14,64630.944081
2.748088,13,64638.989468
-26.113908,23,64648.797559
1.861335,9,64657.345366
-17.622729,20,64666.131764
-16.703067,15,64674.830925
430.275705,98,64687.424552
-1.007289,11,64696.175723
-16.669879,16,64705.231318
2.483053,12,64713.221322
19.106541,42,64723.184571
-15.116181,22,64731.828609
-0.854405,13,64740.292128
-187.849465,23,64749.799745
13.230957,29,64759.646594
1.891605,11,64768.794211
-3.505369,11,64777.658312
94.762799,44,64787.967305
251.400515,72,64799.413531
-10.706953,49,64810.130538
-18.573935,15,64970.940128
126.170649,45,64981.573972
3.401056,17,64989.967446
139.374609,66,65000.782426
0.460647,13,65009.3862
2456.976182,357,65035.014732
116.818482,70,65046.278426
516.017134,92,65058.284945
163.608117,60,65069.069569
-18.048114,13,65078.069369
-2.389706,33,65088.075404
186.368983,69,65099.231255
-9.731441,27,65108.477057
1.544387,23,65117.322333
-1.667321,16,65126.285562
2.552503,13,65134.692127
-19.483383,17,65143.858565
-16.877676,14,65152.768457
78.252405,69,65163.714069
0.453024,12,65172.242353
37.182664,47,65183.196164
192.581514,65,65194.151101
0.167924,11,65202.154703
3813.334891,544,65402.884972
205.385841,80,65414.848568
0.770115,18,65423.899676
-4.319664,7,65432.9107
0.431496,12,65441.975175
669.099319,313,65465.386853
-1.041826,9,65474.433758
-1577.611677,597,65666.870866
2.834585,15,65675.328918
-16.128742,14,65683.900999
2.542638,14,65692.599237
-19.842568,15,65701.208432
-5.216254,9,65709.358289
3.527085,19,65718.206073
-147.688972,23,65727.726978
-15.980749,18,65736.585712
367.034922,114,65749.976654
-16.163007,15,65758.67347
-72.732774,91,65771.891145
1.9937,11,65779.943521
88.892998,66,65791.05673
-2323.809378,484,65823.183915
-18.365003,16,65831.740265
179.654521,387,66027.545007
27.16834,28,66037.394708
-11.044687,18,66046.95212
-6.489396,8,66055.898399
-6.120668,7,66064.254166
-16.216139,16,66072.664449
-3.889448,7,66081.133451
-18.658638,14,66089.684984
1.522679,8,66098.079157
-79.138462,37,66108.380786
1.672171,11,66117.359198
-15.679896,16,66126.207376
-17.162885,15,66135.005665
0.35092,8,66143.860561
-132.392255,54,66154.227349
-18.047313,16,66162.935983
60.251933,111,66177.003557
-0.583898,8,66186.00578
-20.268993,13,66195.351636
-19.011714,22,66204.604434
75.313922,38,66214.260174
-16.045337,15,66223.366461
1.630711,8,66231.767161
-140.3538,144,66247.231468
-6.593123,7,66256.231426
-19.710994,15,66265.444901
-6.79737,26,66274.956716
0.680894,20,66283.710597
0.054183,9,66292.020705
-18.505357,13,66300.824004
-16.694829,17,66309.931866
-14.181353,18,66318.883428
-1.861692,7,66327.138605
-3932.93005,1087,66677.059172
-16.832607,14,66685.515339
17.584807,36,66695.438879
-20.600009,17,66704.720196
-1.019423,11,66712.835659
1.90336,9,66721.834342
-18.826191,13,66730.802274
-26.907945,19,66740.313218
-18.000713,17,66749.419898
-20.078005,27,66758.276788
14.452738,34,66767.474925
1.699694,20,66776.771486
-183.229337,51,66786.875097
-4.138301,8,66795.827542
-139.672643,50,66806.137853
-86.807757,27,66815.82525
-18.045393,35,66825.032057
-1.357834,8,66833.632766
0.481724,19,66842.790078
248.155609,111,67004.085432
1.069131,15,67012.389814
3.607501,19,67021.392683
0.641601,13,67029.623102
2.581539,14,67037.970902
-53.159071,50,67048.559928
-15.495068,19,67057.315189
-16.253903,14,67065.811565
-25.404456,18,67074.339549
-1.051457,8,67083.060197
-17.307824,21,67091.620626
-21.111832,23,67100.405642
-3.631989,8,67109.181974
-482.632311,483,67141.789308
-2.729011,13,67149.892337
46.487501,27,67159.393483
-17.705627,14,67168.667895
1.185556,10,67176.829933
-1.758454,8,67185.889691
215.899699,58,67196.449369
-15.711844,18,67204.801411
0.582714,18,67213.976073
2.872757,15,67222.64146
2.768484,14,67231.697469
-21.035586,14,67240.378171
-146.768868,15,67249.787825
-0.165208,9,67258.258336
1.254041,8,67267.22423
1.161246,10,67276.082608
-23.850866,13,67285.240366
-184.550012,17,67294.720366
-19.148648,16,67303.255497
-1.640636,8,67312.322149
-5.684549,7,67320.632532
-1.756922,7,67329.491066
-19.171779,14,67338.036794
4.107447,15,67346.293371
-24.911982,17,67355.823589
-2.389025,27,67364.671953
-3.338313,9,67373.087173
-170.427871,26,67382.798284
1.769105,23,67391.979314
-18.249327,15,67400.842188
3.356989,18,67409.358363
-0.337478,9,67417.615197
3.200302,19,67426.069737
2.206182,11,67434.148145
-3.879117,37,67443.462457
-15.051829,25,67604.425514
3.308837,17,67613.390277
-13.243753,38,67622.886122
-166.052859,14,67632.289346
-16.260675,26,67641.082638
35.675397,28,67650.444301
-15.222816,20,67658.840249
-6.076919,7,67667.542382
-2.328877,8,67675.923946
1.516264,20,67685.482576
-3.626767,10,67693.874333
-15.545648,18,67702.335738
-1.916953,13,67710.605589
1.593419,8,67718.948174
121.260554,55,67729.566127
-15.705715,21,67738.080412
-1.752212,9,67746.946588
-150.529562,22,67756.667934
1.176036,9,67765.032486
-18.32561,15,67774.13773
-0.761352,11,67782.893607
2.091367,10,67791.070348
12.147191,36,67801.083669
27.616057,41,67810.938718
-0.149923,12,67819.150399
0.086494,8,67827.86077
-22.231115,14,67837.274152
2.1045,14,67845.870554
-1.056068,9,67854.875468
-29.878247,15,67864.400843
-17.049701,14,67873.055969
2.189013,10,67881.60025
-16.192163,13,67890.974307
-18.903036,14,67899.828249
0.098697,12,67907.989736
-16.595631,14,67916.809461
-15.081077,25,67925.792418
-55.399852,44,67936.464757
281.527812,82,67948.142003
2.518482,12,67956.472669
-0.469443,9,67965.320971
-0.166726,9,67973.741299
68.818007,46,67983.711916
2.037087,11,67992.771492
2.273754,50,68002.877906
-0.479044,7,68011.475556
131.12828,40,68020.922116
3.817751,19,68029.402797
-12.742246,21,68039.160239
0.692122,17,68047.615328
1.222575,9,68056.384942
2.39704,16,68070.867281
2.251852,12,68083.839867
1.270302,9,68099.463646
-3.768505,9,68111.96021
1.587544,7,68132.521899
-0.013317,13,68145.041381
2.420266,12,68157.834572
2.540414,18,68171.255142
3.301512,19,68184.459954
2.638261,14,68197.063572
0.576562,14,68209.977878
1.552576,18,68226.209908
0.334109,8,68240.580804
1.96351,9,68254.598669
-0.071577,11,68269.185456
2.454941,11,68284.452085
-3.396914,7,68299.437494
1.610619,8,68314.579275
66.332021,30,68329.649032
16.506884,28,68528.876448
-191.613093,20,68538.348299
-1.860154,8,68546.913694
-195.48538,397,68574.970147
-1.075887,7,68583.750489
316.539148,184,68600.683658
1.810198,8,68609.059772
1.533286,8,68617.541905
-150.693364,19,68626.949938
-18.114449,14,68635.470754
-14.027259,18,68644.891462
1.765191,9,68653.15975
-0.037429,8,68662.225564
-2.771622,20,68671.342424
-1.785851,7,68680.348363
3.097892,17,68689.548979
76.926938,46,68699.567866
40.382208,42,68709.5984
-1.875993,44,68719.303254
1.939416,10,68727.422396
-8.974086,18,68736.697459
1.877415,22,68745.754968
-3.89414,9,68754.690547
-18.675611,29,68763.772291
176.500102,45,68774.002524
2.239179,11,68782.27267
1.814357,8,68790.572054
2.31116,19,68799.778174
-16.11978,23,68808.699075
2.618938,13,68816.820626
-9.546932,48,68826.6943
-3.65356,8,68835.915959
1.722052,10,68844.729686
-18.505811,14,68853.57649
-16.300375,15,68862.340947
1.328976,10,68870.635697
244.520483,154,69061.75898
1.858585,10,69070.713956
1.906211,10,69079.674353
-17.95605,18,69088.440232
39.355237,53,69098.541685
1.781689,9,69106.796469
-0.343229,12,69115.977276
-0.640917,17,69124.988529
0.1225,44,69134.595955
123.527458,55,69145.967068
2.271499,10,69154.430743
2.254191,11,69162.991509
1.824711,44,69172.621433
1.885647,9,69180.711118
1.854835,11,69188.87087
2.807364,15,69197.479424
-0.7987,8,69206.354311
-20.299719,15,69215.771764
-21.517531,14,69225.038158
-5.182872,21,69234.541143
-15.82374,27,69243.462171
-4.268802,8,69252.318841
-0.038731,9,69260.520661
55.367183,29,69269.736258
0.173973,12,69277.776279
1.924424,10,69286.975155
1.29971,11,69295.526106
2.033935,25,69304.635436
1.591654,8,69313.218965
-19.425651,17,69322.606229
1.885453,10,69330.949389
-24.300964,18,69340.4619
-16.495807,17,69348.954051
1.081159,8,69358.009954
-168.104445,89,69370.946415
1.73789,9,69379.878973
-16.682646,29,69389.707654
2.169229,10,69397.887727
-5.979813,14,69407.063333
-1.224471,8,69415.246076
-15.355725,17,69424.611195
195.626515,383,69451.351995
-0.022286,40,69463.753682
0.327375,14,69660.736096
2.26971,11,69669.401358
1.819658,9,69678.01
-15.826564,15,69687.418311
1.409634,11,69696.145453
-6.496868,28,69705.981738
-4.34838,9,69714.715445
-1.857145,8,69723.435745
-52.843003,40,69734.01637
0.370847,13,69742.275161
1.63021,21,69751.041003
4.927161,44,69760.744726
-132.44824,31,69770.419616
112.629163,80,69782.234689
0.557071,8,69790.541075
-2.754876,7,69799.498888
2.811414,14,69808.072063
-37.26182,27,69817.439338
-13.223125,52,69827.565099
-0.001932,8,69836.424654
1.021693,20,69844.898153
2.275054,11,69852.906601
-15.743962,15,69861.278328
1.175343,30,69871.59715
1.720421,8,69879.904519
1.210085,21,69888.623226
2.294727,12,69897.087007
1.960447,13,69905.862636
3.981935,41,69915.366426
1.315608,10,69924.528746
2.768465,37,69934.199861
-0.63626,7,69948.895917
-1.968993,8,69964.547246
2.275157,16,69981.92381
-1.667297,7,69990.538382
-16.268657,14,69998.846323
-22.36878,22,70007.812646
1.216391,10,70016.986327
-0.561199,10,70025.753631
3.183602,16,70035.03445
3.145039,16,70043.654757
-2.980142,9,70052.320844
-14.030431,25,70062.171798
-1.983773,8,70070.853287
-0.201523,21,70079.815084
2.079417,9,70088.493558
-1.377962,9,70096.906174
2.020144,10,70105.371709
17.455858,22,70114.704668
2.99241,14,70123.357075
-11.785903,23,70133.23516
-3.34555,8,70141.502362
1.842088,10,70149.517075
1.999119,10,70158.621392
0.041392,7,70167.696498
-2.096883,8,70176.334684
0.255416,14,70185.255961
0.744831,22,70195.488707
-0.154537,26,70204.353945
-17.081762,13,70213.224133
-226.574649,37,70223.083834
-17.23146,14,70231.868384
-24.384006,17,70240.688789
0.223061,13,70249.074955
-2.374593,7,70257.765678
4.134398,25,70266.63838
2.484389,13,70274.852558
-17.973424,32,70284.533697
2.241563,11,70293.325752
-0.064603,20,70302.136767
-15.661803,15,70311.567534
2.680616,28,70472.315428
4.473554,30,70481.562743
1.762698,13,70490.817974
-0.902477,11,70499.635513
-0.80398,8,70508.654371
-21.118192,13,70517.677023
0.195642,11,70525.834955
-1.583535,8,70534.31305
4.007213,24,70543.224616
557.318077,396,70570.737085
1.779422,9,70579.691764
-2.045424,35,70589.365116
1.976614,11,70597.638633
-18.950888,15,70606.981128
-11.719006,60,70617.443501
1.181133,17,70625.708836
-16.127594,16,70634.37833
2.132017,10,70643.442044
3.01541,16,70652.358491
-166.965037,15,70661.936786
-1.458897,8,70670.921136
4.277399,26,70680.243998
3.542528,25,70689.567248
3.137276,18,70698.421164
0.616571,7,70707.333027
-4.98211,8,70716.349255
-19.001093,14,70725.077721
2.161119,11,70734.245265
-16.207879,15,70743.44175
-3.513754,9,70752.363756
-1.01067,8,70761.326955
1.734795,8,70770.392853
-0.138321,10,70779.584392
-4.273131,21,70789.047183
-4.538872,11,70797.507768
7.241013,48,70807.394263
-3.829747,8,70816.085314
-14.565948,26,70825.65176
-0.32344,10,70833.978471
-18.218274,24,70843.211148
6.049782,44,70852.895208
-1.152656,7,70861.486354
-2.800441,10,70870.551252
1.717477,9,70878.613389
4.65894,24,70888.132876
2.090882,21,70896.924797
-0.112406,26,70905.710499
4.213035,25,70914.874626
1.283428,9,70923.432772
-19.248654,21,70932.911944
1.000276,17,70941.34148
-0.300139,29,71102.190982
2.59845,33,71111.841813
1.815061,10,71120.85091
5.157368,29,71130.283233
6.339942,40,71139.76485
-0.078794,9,71148.389462
1.851336,32,71157.783375
-0.929994,11,71166.661398
1.300936,9,71175.635322
-1.400447,15,71184.077179
1.942659,13,71192.750609
2.452262,11,71201.511685
-1.970296,8,71209.716149
-0.018949,9,71218.803913
3.121123,32,71228.176166
-0.465543,9,71236.986172
3.272373,48,71246.849836
5.038221,29,71255.934823
1.183405,8,71264.978818
-44.536942,19,71274.07261
0.805052,9,71283.24904
-15.918538,17,71292.559865
1.801495,9,71301.114375
-144.506695,56,71311.617708
3.731466,26,71320.639636
-1.31769,8,71329.107287
3.419071,24,71337.856386
1.836709,8,71346.374528
1.667369,9,71355.13415
1.808509,30,71364.601858
2.328711,11,71373.670692
-3.886029,8,71382.532865
2.516828,14,71391.588926
-2.386946,49,71401.575704
0.49816,14,71410.505835
-1.636323,9,71419.139143
1.800054,11,71427.683751
-913.544361,388,71455.464658
2.891581,13,71463.997796
-1.672994,9,71473.120541
2.542641,13,71481.592716
-0.098725,9,71489.859687
-4.378137,11,71498.529583
2.164402,9,71506.594445
-5.39991,7,71514.97611
-3.28336,14,71524.1558
5.262419,50,71534.258555
0.850086,10,71543.417263
0.484809,13,71551.656253
-0.997264,9,71559.887222
-1.550847,13,71568.830991
2.990818,14,71577.372626
1.535919,9,71759.959364
4.139215,24,71768.853557
3.218823,17,71777.983728
1.394943,9,71786.717503
-2.86567,8,71795.156125
0.087108,12,71803.917217
1.965674,42,71813.548803
-16.721729,15,71822.92041
3.248812,35,71832.747758
1.26794,9,71841.666249
-0.193332,15,71850.6859
75.722302,42,71860.366276
-1.495959,8,71869.075999
1.372071,23,71878.298924
2.605039,14,71887.080009
1.988527,14,71895.350701
351.138407,67,71906.92454
0.475894,7,71915.75165
1.994211,9,71923.824286
2.268456,52,71934.111202
1.374514,10,71943.369833
1.985204,10,71952.489208
2.119271,16,71961.604519
1.748272,9,71970.603349
-7.666145,21,71979.46899
1.269538,19,71988.434379
0.773947,7,71997.301768
4.338369,23,72006.178289
1.596889,18,72015.101982
-2.485691,8,72023.908105
3.008712,44,72033.670931
-18.944829,14,72042.21063
0.804883,8,72051.075589
1.866985,9,72059.16232
1.18315,43,72069.155599
0.279129,15,72077.681923
1.873697,10,72086.782836
0.802068,15,72095.158049
2.451661,11,72104.432293
-0.446548,30,72113.720598
1.50714,10,72122.179783
-1.594845,20,72130.827603
-1.08273,8,72139.934842
-0.298513,9,72148.714375
-0.191063,12,72157.450051
1.887493,9,72166.540982
43.715586,22,72175.613267
-0.181897,8,72184.644019
1.989781,11,72193.812374
2.691797,14,72203.089026
-15.650717,14,72212.465403
2.425971,11,72221.47966
2.789711,21,72230.018849
-1.378648,9,72239.106323
1.86516,27,72247.875744
5.147238,37,72257.355907
6.383392,42,72267.33917
1.882916,10,72276.411201
-0.351487,12,72284.656662
2.305236,11,72293.424241
2.61343,12,72301.960995
-16.155957,14,72310.395624
0.166874,15,72319.311586
1.93644,27,72328.300589
-4.206333,14,72337.004808
-15.06415,26,72345.743526
2.808567,13,72354.12129
-2.395661,23,72363.066207
-0.732683,9,72371.104962
-1.66834,11,72379.629539
1.207309,9,72388.214941
-0.119855,27,72557.480568
1.351034,23,72566.348372
1.7504,9,72574.884179
1.576886,8,72583.95239
2.941461,16,72592.188917
1.937727,9,72601.373677
-14.83663,36,72610.591476
3.142368,15,72619.325085
2.609834,23,72628.014371
1.856536,10,72636.84027
-3.302307,12,72645.707834
3.344148,30,72654.705707
-1.784087,55,72665.012183
3.395128,19,72674.099211
7.067395,46,72683.833538
2.211305,10,72692.093349
1.946185,10,72700.774619
172.743973,65,72712.224542
5.094589,28,72721.68892
-2.482384,23,72730.837833
2.207064,11,72738.852885
3.198634,21,72747.621192
-10.843752,51,72757.593766
1.915151,9,72766.168718
-128.947277,15,72775.278283
2.130116,11,72784.282226
1.302433,18,72792.649526
-2.004787,11,72801.524077
1.653207,8,72810.404754
1.536426,8,72819.200786
1.892956,9,72828.281808
1.20532,35,72837.562351
4.23293,23,72846.710993
1.997973,10,72855.54971
2.826244,13,72863.894849
1.460382,9,72872.849051
0.626746,16,72881.597252
-0.667754,10,72890.869387
-1.795398,8,72899.361387
-0.05829,9,72908.557313
1.736223,9,72918.307555
2.992995,29,72927.412776
2.11681,24,72936.392025
4.413093,25,72945.233896
0.517156,15,72953.557357
1.941961,9,72962.059617
-1.279588,8,72970.284109
0.838989,9,72979.639334
1.852249,36,72988.873257
3.888868,16,72997.227478
2.188179,12,73005.985013
1.657861,8,73014.589246
-145.658353,28,73024.258103
4.28672,16,73032.533314
1.584789,13,73041.250988
4.514342,25,73050.454493
1.918768,10,73059.341298
1.171565,9,73067.387436
-0.692655,14,73075.771377
-151.255094,24,73085.335361
3.22999,19,73093.958946
-0.942891,39,73103.3873
2.404248,29,73112.69487
-1.14128,8,73121.481712
3.306787,19,73130.152069
1.853004,9,73138.629429
-18.780335,14,73148.068587
-0.316643,9,73156.996897
0.687421,17,73165.809654
0.94306,23,73174.670856
-1.96028,14,74147.286365
2.065956,10,74156.567596
2.701783,15,74164.998581
1.758537,9,74173.725935
2.592262,11,74181.94229
2.886729,44,74191.93677
-0.605264,9,74201.023245
2.028871,10,74209.606846
4.819684,27,74218.681898
2.1333,10,74227.807306
-143.804472,56,74238.054373
2.85421,13,74246.532523
2.020909,9,74255.304456
4.533148,23,74263.879229
-1.166022,8,74272.774866
-2.149823,11,74281.716646
-0.880711,11,74290.280769
2.075288,10,74299.18149
0.649551,11,74307.337056
2.598152,13,74316.679014
1.673599,8,74325.541325
2.121567,11,74334.218114
1.680887,30,74344.41591
1.816692,9,74353.605217
1.813826,10,74361.7279
1.960786,10,74370.983811
1.988619,18,74379.643445
-0.885179,23,74388.947168
2.036361,9,74398.028141
2.36414,12,74407.10479
0.070173,12,74416.247191
1.813377,9,74425.382121
-151.065494,19,74434.881102
-0.134962,15,74444.159138
2.272458,17,74452.783017
-1.183682,8,74461.535791
2.183117,10,74470.709925
-147.593443,13,74480.220636
1.617933,8,74489.05143
1.097825,20,74497.794667
3.323291,53,74508.732504
2.035964,10,74517.520094
-3.904498,8,74526.862443
6.681368,58,74537.286547
4.010016,27,74547.02027
2.559595,16,74555.760116
0.806982,18,74565.86338
1.749929,29,74575.722614
0.881267,8,74584.558092
0.231683,8,74593.405923
3.623686,18,74603.701671
1.973266,10,74613.712957
-0.268259,7,74622.658136
2.162425,11,74633.134508
2.642505,11,74642.322636
-0.567372,37,74653.343413
1.650585,8,74668.822028
2.316843,11,74701.703302
2.167795,11,74728.007447
0.303652,12,74748.902302
1.149504,9,74786.867406
-4.924547,32,74820.057633
2.708527,13,74855.191499
2.292564,11,74883.570528
1.992935,10,74906.450578
-18.288869,16,74938.618803
1.699007,11,74983.907998
4.755451,27,75012.056173
0.472634,9,75079.090626
2.650826,12,75115.543916
-0.211649,9,75142.067156
0.627182,13,75164.892631
1.015447,9,75173.710315
2.917106,32,75182.788932
-1.370559,9,75191.529663
-0.935441,8,75200.075923
3.60108,17,75208.894302
4.033986,23,75217.472627
-1.700893,8,75226.611351
4.199986,28,75236.247713
